"Name","Brewery","Rating","Link","Style","Locations","Num Reviews","Light","Dark","Fruit","Sweet","Carbonation","Bitter","Spice"
"Battlefield Bock","Red Oak Brewery","85","http://beeradvocate.com/beer/profile/2951/42771/?sort=topr","Bock","{'South Carolina': 1, 'Pennsylvania': 1, 'Connecticut': 1, 'Virginia': 3, 'North Carolina': 9}","15","25","79","5","72","29","23","3"
"Chouffe-Bok","Brasserie d'Achouffe","86","http://beeradvocate.com/beer/profile/321/872/?sort=topr","Bock","{'Australia': 4, 'Italy': 1, 'Pennsylvania': 3, 'Georgia': 1, 'Minnesota': 1, 'Oregon': 1, 'Illinois': 1, 'New Jersey': 1, 'Netherlands': 5, 'Massachusetts': 1, 'Indiana': 1, 'Iowa': 1, 'United Kingdom (England)': 2, 'New York': 1, 'Ohio': 1, 'Michigan': 1, 'Wisconsin': 1}","28","91","79","80","147","58","38","41"
"Bock Beer","Lakefront Brewery, Inc.","82","http://beeradvocate.com/beer/profile/741/3479/?sort=topr","Bock","{'Oklahoma': 1, 'Minnesota': 7, 'Illinois': 5, 'Arkansas': 1, 'Ohio': 1, 'Indiana': 3, 'Maryland': 1, 'Korea (North)': 1, 'Arizona': 2, 'Iowa': 1, 'Michigan': 3, 'Oregon': 2, 'Connecticut': 1, 'California': 3, 'Massachusetts': 1, 'New Hampshire': 1, 'Pennsylvania': 2, 'Florida': 2, 'Missouri': 2, 'Wisconsin': 9, 'Colorado': 1, 'Mexico': 1, 'New Jersey': 4, 'New York': 3, 'Maine': 2}","60","176","195","87","337","109","82","16"
"Stegmaier Brewhouse Bock","Lion Brewery, Inc.","85","http://beeradvocate.com/beer/profile/150/28396/?sort=topr","Bock","{'Vermont': 1, 'Georgia': 1, 'Iowa': 1, 'Pennsylvania': 21, 'Michigan': 1, 'Minnesota': 2, 'Kentucky': 2, 'Tennessee': 1, 'New Jersey': 2, 'Connecticut': 2, 'New York': 4, 'California': 2, 'Oregon': 1, 'Ohio': 4, 'South Carolina': 1, 'Wisconsin': 2, 'Illinois': 1, 'Massachusetts': 1}","50","154","111","56","277","103","87","5"
"Schell's Bock","August Schell Brewing Company","86","http://beeradvocate.com/beer/profile/417/47795/?sort=topr","Bock","{'Georgia': 1, 'Wisconsin': 3, 'Colorado': 3, 'Pennsylvania': 1, 'Saskatchewan (Canada)': 1, 'Michigan': 2, 'Kansas': 1, 'Florida': 2, 'Minnesota': 34, 'Illinois': 5, 'Connecticut': 1, 'California': 1, 'Missouri': 2, 'South Carolina': 1, 'Ohio': 1, 'Oklahoma': 1, 'Idaho': 2, 'Utah': 1}","64","201","230","73","401","158","160","7"
"Mountain Holidays In Vermont Rich Creamy Bock Lager","Rock Art Brewery","83","http://beeradvocate.com/beer/profile/1805/20968/?sort=topr","Bock","{'Minnesota': 1, 'Illinois': 1, 'Maryland': 2, 'Utah': 1, 'Virginia': 1, 'Oregon': 3, 'Connecticut': 8, 'New York': 6, 'California': 1, 'Massachusetts': 14, 'South Carolina': 1, 'New Hampshire': 8, 'Vermont': 7, 'Georgia': 4, 'Pennsylvania': 6, 'Quebec (Canada)': 1, 'Rhode Island': 3, 'Ohio': 1, 'Colorado': 2, 'New Jersey': 8, 'Tennessee': 1, 'Maine': 1}","81","258","423","130","516","191","156","54"
"Samuel Adams Chocolate Bock","Boston Beer Company (Samuel Adams)","83","http://beeradvocate.com/beer/profile/35/14309/?sort=topr","Bock","{'Minnesota': 4, 'Illinois': 5, 'Ohio': 7, 'Maryland': 3, 'Louisiana': 2, 'Texas': 7, 'Ontario (Canada)': 1, 'Arizona': 3, 'Iowa': 1, 'Michigan': 5, 'Oregon': 1, 'Montana': 1, 'California': 6, 'Idaho': 1, 'South Carolina': 4, 'Massachusetts': 6, 'Georgia': 2, 'Pennsylvania': 3, 'Florida': 6, 'Hawaii': 1, 'Kentucky': 3, 'Nebraska': 1, 'Wisconsin': 3, 'Alabama': 2, 'Colorado': 1, 'Mexico': 1, 'New Jersey': 2, 'Washington': 4, 'North Carolina': 1, 'New York': 2, 'Nevada': 1, 'Maine': 2}","100","212","402","48","773","213","145","7"
"Spaten Holiday Bock","Spaten-Franziskaner-Bräu","89","http://beeradvocate.com/beer/profile/142/39616/?sort=topr","Bock","{'Pennsylvania': 5, 'New Jersey': 1, 'Oklahoma': 2, 'New Hampshire': 1, 'Colorado': 1}","10","66","33","18","84","25","29","20"
"Original Stieglbock","Stieglbrauerei zu Salzburg GmbH","83","http://beeradvocate.com/beer/profile/817/5286/?sort=topr","Bock","{'Iowa': 1, 'Wisconsin': 2, 'Indiana': 1, 'California': 2, 'Virginia': 3, 'Michigan': 2, 'Minnesota': 1, 'Kentucky': 2, 'Illinois': 5, 'Italy': 1, 'Austria': 1, 'Jordan': 1, 'Missouri': 3, 'Ohio': 3, 'Maryland': 1, 'Germany': 2, 'Louisiana': 1, 'Alabama': 1}","33","174","72","53","174","65","76","4"
"San Martino La Gold","Birrificio Ticinese","80","http://beeradvocate.com/beer/profile/24571/90388/?sort=topr","Bock","{'Massachusetts': 1, 'Illinois': 1, 'Virginia': 1, 'Minnesota': 1}","4","23","7","18","30","12","2","0"
"D' Inn'Staade","Innstadt Brauerei","79","http://beeradvocate.com/beer/profile/6052/27676/?sort=topr","Bock","{'Wisconsin': 2, 'Pennsylvania': 4, 'Italy': 1, 'Washington': 1, 'Illinois': 3, 'California': 3, 'Iowa': 1, 'Maryland': 1, 'Louisiana': 1, 'Idaho': 1}","18","75","32","37","106","36","18","7"
"Helluva Bock","Red Brick Brewing Company","77","http://beeradvocate.com/beer/profile/864/66693/?sort=topr","Bock","{'New Jersey': 2, 'Georgia': 1, 'Tennessee': 2, 'Florida': 5, 'Alabama': 1}","11","50","17","11","61","19","25","8"
"Hugo","Heater Allen Brewing","85","http://beeradvocate.com/beer/profile/16378/46429/?sort=topr","Bock","{'Pennsylvania': 1, 'Maryland': 1, 'New York': 1, 'Oregon': 7, 'Illinois': 1}","11","32","50","13","42","19","17","17"
"Winter Bock","Frankenmuth Brewery","82","http://beeradvocate.com/beer/profile/4861/64010/?sort=topr","Bock","{'Michigan': 4, 'Illinois': 1}","5","21","18","6","66","14","16","2"
"Velvet Hammer Bock","Great Dane Pub &amp; Brewing Company (Downtown)","87","http://beeradvocate.com/beer/profile/952/6160/?sort=topr","Bock","{'Pennsylvania': 1, 'Washington': 1, 'Wisconsin': 6, 'New Jersey': 1}","9","20","20","10","48","11","11","6"
"Wooden Shoe Bock","Wooden Shoe Brewing Company","82","http://beeradvocate.com/beer/profile/24806/35286/?sort=topr","Bock","{'Korea (North)': 1, 'Georgia': 1, 'Michigan': 1, 'Florida': 1, 'Minnesota': 2, 'North Carolina': 1, 'Virginia': 1, 'Ohio': 9}","17","71","21","27","68","43","26","0"
"Grolsch Herfstbok","Grolsch Bierbrouwerij N.V.","77","http://beeradvocate.com/beer/profile/506/16406/?sort=topr","Bock","{'Australia': 2, 'Sweden': 1, 'Netherlands': 8, 'Illinois': 1}","12","20","23","15","87","23","11","1"
"Old Smoked Bock","Meantime Brewing Company Limited","85","http://beeradvocate.com/beer/profile/5062/30047/?sort=topr","Bock","{'Netherlands': 2, 'Wisconsin': 1, 'New Jersey': 3, 'Panama': 1, 'Florida': 1, 'Virginia': 1, 'Illinois': 2, 'Sweden': 2, 'Australia': 1, 'Massachusetts': 1, 'Ohio': 1, 'Minnesota': 1}","17","73","37","27","83","44","28","6"
"Pioneer Oderbolz Bock","Sand Creek Brewing Company","85","http://beeradvocate.com/beer/profile/789/32888/?sort=topr","Bock","{'Georgia': 1, 'Iowa': 1, 'Pennsylvania': 1, 'Illinois': 3, 'Missouri': 1, 'Wisconsin': 5}","12","51","36","18","94","36","32","2"
"Baby Got Bock","Rex Beverage Holdings","79","http://beeradvocate.com/beer/profile/17856/67329/?sort=topr","Bock","{'New Jersey': 1, 'Ohio': 2, 'Connecticut': 1, 'New York': 1, 'Minnesota': 3}","9","30","8","19","47","28","22","2"
"Will-Brau Ur-Bock","Hochstiftliches Brauhaus","84","http://beeradvocate.com/beer/profile/3291/7759/?sort=topr","Bock","{'Arizona': 1, 'Iowa': 1, 'Pennsylvania': 1, 'Virginia': 2, 'North Carolina': 2, 'California': 5, 'Ohio': 2, 'Texas': 1}","15","94","37","29","86","21","29","5"
"Reutberger Josefi Bock","Klosterbrauerei Reutberg","85","http://beeradvocate.com/beer/profile/4154/19380/?sort=topr","Bock","{'Oklahoma': 1, 'Oregon': 1, 'Illinois': 1, 'New York': 1, 'California': 10, 'Louisiana': 1}","15","52","48","19","84","38","19","7"
"Columbus Bock","Columbus Brewing Company","89","http://beeradvocate.com/beer/profile/341/77771/?sort=topr","Bock","{'Ohio': 8, 'Oregon': 1}","9","30","48","15","45","21","30","3"
"Berghoff Traditional Bock Beer","Minhas Craft Brewery","77","http://beeradvocate.com/beer/profile/435/49056/?sort=topr","Bock","{'Indiana': 4, 'Illinois': 4, 'Kentucky': 1, 'Missouri': 2}","11","30","36","7","35","20","16","0"
"Solid Gold Bock (Apple Brandy Barrel)","Al's of Hampden / Pizza Boy Brewing","80","http://beeradvocate.com/beer/profile/18316/88328/?sort=topr","Bock","{'Delaware': 1, 'Pennsylvania': 1, 'New York': 1, 'Virginia': 1, 'Massachusetts': 1}","5","16","7","32","6","10","1","7"
"Flensburger Winterbock","Flensburger Brauerei GmbH Und Co. KG","81","http://beeradvocate.com/beer/profile/2854/21493/?sort=topr","Bock","{'United Kingdom (Scotland)': 1, 'Illinois': 1, 'Sweden': 1, 'New York': 1, 'China': 1, 'Massachusetts': 1, 'Belgium': 1, 'California': 1, 'United Kingdom (England)': 2, 'United Kingdom (Northern Ireland)': 1}","11","71","26","24","59","27","32","10"
"Blizzard Bock","Flying Bison Brewing Company","83","http://beeradvocate.com/beer/profile/702/33551/?sort=topr","Bock","{'Minnesota': 1, 'North Carolina': 2, 'Illinois': 2, 'New York': 4, 'Maryland': 1, 'Ontario (Canada)': 2}","12","36","56","13","64","21","14","1"
"Geist Bock","Golden Valley Brewery and Pub","84","http://beeradvocate.com/beer/profile/2015/5322/?sort=topr","Bock","{'Iowa': 1, 'Pennsylvania': 1, 'Oregon': 7, 'New Jersey': 1, 'New Hampshire': 1, 'California': 1}","12","51","19","35","57","21","17","4"
"Blondibock","Mammoth Brewing Company","86","http://beeradvocate.com/beer/profile/4051/65711/?sort=topr","Bock","{'Connecticut': 1, 'New York': 1, 'California': 6, 'Minnesota': 1, 'Oregon': 1}","10","41","32","16","78","21","5","10"
"Moza Bock Beer","Cervecería Centro Americana, S.A.","74","http://beeradvocate.com/beer/profile/888/2809/?sort=topr","Bock","{'Iowa': 1, 'Mexico': 1, 'United Arab Emirates': 1, 'Kansas': 1, 'Minnesota': 3, 'North Carolina': 1, 'Oregon': 1, 'Nebraska': 2, 'California': 1, 'Massachusetts': 3, 'New Hampshire': 1, 'Ohio': 2, 'Illinois': 1, 'Ontario (Canada)': 1}","20","60","68","23","106","42","24","7"
"Torrent Pale Beet Bock","Elysian Brewing Company","75","http://beeradvocate.com/beer/profile/700/83742/?sort=topr","Bock","{'Michigan': 1, 'Washington': 7, 'Oregon': 1, 'Illinois': 1, 'California': 1, 'Maryland': 1, 'Idaho': 1}","13","60","31","19","58","29","21","4"
"Boss Kozlak (Bock)","BOSS Browar Witnica S.A.","80","http://beeradvocate.com/beer/profile/5504/32942/?sort=topr","Bock","{'Netherlands': 2, 'Iowa': 1, 'Pennsylvania': 3, 'Kentucky': 1, 'Michigan': 1, 'Oregon': 4, 'Illinois': 1, 'Connecticut': 1, 'Arizona': 1, 'California': 1, 'Massachusetts': 1}","17","44","84","33","109","39","19","6"
"Berliner Kindl Bock Dunkel","Berliner Kindl Brauerei","84","http://beeradvocate.com/beer/profile/1401/29491/?sort=topr","Bock","{'Korea (South)': 1, 'North Carolina': 1, 'Illinois': 1, 'California': 1, 'Indiana': 1, 'Germany': 2, 'United Kingdom (England)': 1, 'Norway': 1}","9","24","40","2","47","15","9","0"
"Bock Beer","Rivertown Brewing Co.","80","http://beeradvocate.com/beer/profile/22157/56588/?sort=topr","Bock","{'Michigan': 1, 'Virginia': 1, 'Kentucky': 6, 'Massachusetts': 1, 'Ohio': 7, 'Maryland': 1}","18","77","47","56","112","46","19","6"
"Goats Peak Bock","Paper City Brewery Co., Inc.","84","http://beeradvocate.com/beer/profile/123/9334/?sort=topr","Bock","{'Vermont': 1, 'Colorado': 1, 'Michigan': 1, 'North Carolina': 1, 'Illinois': 1, 'Connecticut': 3, 'New York': 3, 'New Hampshire': 3, 'Massachusetts': 11, 'Rhode Island': 1, 'Maine': 1}","27","116","36","36","124","59","64","1"
"Pandora's Bock","Elysian Brewing Company","86","http://beeradvocate.com/beer/profile/700/4390/?sort=topr","Bock","{'Australia': 1, 'Wisconsin': 1, 'Pennsylvania': 1, 'Washington': 1, 'Illinois': 1, 'New York': 1, 'California': 1, 'Ohio': 1, 'British Columbia (Canada)': 1}","9","29","29","27","63","16","25","2"
"Julebuk","Søgaards Bryghus","87","http://beeradvocate.com/beer/profile/15090/34533/?sort=topr","Bock","{'Georgia': 1, 'Wisconsin': 1, 'Pennsylvania': 1, 'Minnesota': 1, 'Alaska': 1, 'Rhode Island': 2, 'North Carolina': 1, 'Massachusetts': 2, 'Missouri': 1, 'Iowa': 1, 'Illinois': 3, 'Ontario (Canada)': 1}","16","45","69","14","92","27","26","46"
"Dreher Bak","Dreher Brewery","83","http://beeradvocate.com/beer/profile/503/9465/?sort=topr","Bock","{'Australia': 2, 'Colorado': 1, 'Pennsylvania': 1, 'Michigan': 2, 'Finland': 1, 'Virginia': 1, 'Illinois': 1, 'Sweden': 1, 'District of Columbia': 2, 'Idaho': 1, 'Indiana': 2, 'South Carolina': 2, 'Hungary': 2, 'United Kingdom (England)': 2, 'Arizona': 1, 'Spain': 1, 'Ontario (Canada)': 1}","24","45","106","11","130","47","39","3"
"Monk's Christmas","Klosterbrauerei Weissenohe / Klosterbrauerei Weißenohe Wirtshaus","82","http://beeradvocate.com/beer/profile/6063/54685/?sort=topr","Bock","{'Iowa': 1, 'Colorado': 1, 'Pennsylvania': 3, 'Washington': 1, 'Virginia': 3, 'Kentucky': 1, 'Illinois': 1, 'New Jersey': 1, 'Connecticut': 1, 'New York': 2, 'California': 2, 'North Carolina': 1, 'Maryland': 1, 'Ohio': 1, 'Alabama': 1, 'Nevada': 1, 'Louisiana': 1, 'Maine': 1}","24","88","85","29","141","63","41","12"
"Bock De Joliette","Micro-Brasserie L'Alchimiste","77","http://beeradvocate.com/beer/profile/3717/10285/?sort=topr","Bock","{'Quebec (Canada)': 9, 'Nova Scotia (Canada)': 1, 'Rhode Island': 1, 'New York': 1, 'Massachusetts': 2, 'British Columbia (Canada)': 1, 'Texas': 1, 'Ontario (Canada)': 5}","21","63","16","35","99","50","42","2"
"Rip Van Winkle Beer","Weston Brewing Company &amp; O'Malley's Pub","81","http://beeradvocate.com/beer/profile/13602/80303/?sort=topr","Bock","{'Oklahoma': 1, 'Kansas': 2, 'Texas': 1, 'Missouri': 3}","7","15","16","12","33","21","14","0"
"Amstel Bock","Amstel Brouwerij B. V.","80","http://beeradvocate.com/beer/profile/163/1418/?sort=topr","Bock","{'Netherlands': 8, 'United Kingdom (Scotland)': 1, 'Serbia': 1, 'Kentucky': 1, 'New York': 2, 'Oregon': 1, 'Greece': 2, 'Belgium': 1, 'United Kingdom (England)': 1}","18","30","45","12","104","34","34","1"
"Hudy Bock","Hudepohl-Schoenling Brewing Co.","81","http://beeradvocate.com/beer/profile/431/35656/?sort=topr","Bock","{'Ohio': 5, 'California': 1, 'Virginia': 1, 'Kentucky': 1}","8","26","21","10","28","14","5","0"
"Texels Bock","Texelse Bierbrouwerij","82","http://beeradvocate.com/beer/profile/526/19823/?sort=topr","Bock","{'Belgium': 1, 'Afghanistan': 1, 'Netherlands': 6, 'Italy': 1, 'Ireland': 1}","10","34","33","14","54","22","22","4"
"Yule Bock","The Olde Mecklenburg Brewery","88","http://beeradvocate.com/beer/profile/19247/54894/?sort=topr","Bock","{'Arizona': 1, 'Wisconsin': 1, 'Pennsylvania': 2, 'Washington': 1, 'Florida': 1, 'North Carolina': 2, 'New Jersey': 1, 'California': 1, 'South Carolina': 2, 'Ohio': 1}","13","46","52","38","85","31","33","26"
"Urbock","Namibia Breweries Limited","85","http://beeradvocate.com/beer/profile/1722/7383/?sort=topr","Bock","{'Australia': 2, 'Wisconsin': 1, 'Idaho': 1, 'South Africa': 2, 'Virginia': 1, 'Michigan': 1, 'Florida': 1, 'Minnesota': 1, 'Illinois': 1, 'Arizona': 1, 'California': 1, 'Massachusetts': 1, 'Ohio': 1, 'Texas': 1}","16","31","50","20","104","28","20","2"
"Lone Star Bock","Pabst Brewing Company","64","http://beeradvocate.com/beer/profile/447/87028/?sort=topr","Bock","{'Louisiana': 1, 'Texas': 6, 'Illinois': 1}","10","44","13","8","31","23","4","0"
"Split Rock Bock","Lake Superior Brewing Company","81","http://beeradvocate.com/beer/profile/750/8814/?sort=topr","Bock","{'Wisconsin': 2, 'Pennsylvania': 2, 'Minnesota': 12, 'Rhode Island': 1, 'Connecticut': 1, 'New Hampshire': 1, 'Massachusetts': 1, 'Iowa': 1, 'Illinois': 1}","22","43","74","44","96","39","20","3"
"Trafalgar Maple Bock","Trafalgar Ales &amp; Meads","60","http://beeradvocate.com/beer/profile/765/36380/?sort=topr","Bock","{'Pennsylvania': 1, 'Quebec (Canada)': 1, 'British Columbia (Canada)': 1, 'Ontario (Canada)': 23}","26","56","96","42","180","55","33","6"
"Bison Organic Golden Bock","Bison Brewing Co.","82","http://beeradvocate.com/beer/profile/609/31096/?sort=topr","Bock","{'Colorado': 1, 'Pennsylvania': 1, 'Oklahoma': 1, 'Florida': 3, 'North Carolina': 4, 'Illinois': 2, 'New York': 1, 'California': 5, 'Oregon': 3, 'Indiana': 1, 'Texas': 1}","23","123","52","37","97","41","69","8"
"Kiper Bock","Browar Kiper","78","http://beeradvocate.com/beer/profile/5510/28676/?sort=topr","Bock","{'Arizona': 1, 'Wisconsin': 1, 'Alberta (Canada)': 1, 'Washington': 1, 'California': 6, 'Oklahoma': 1}","11","63","7","23","40","35","11","2"
"Ayinger Winterbock","Privatbrauerei Franz Inselkammer KG / Brauerei Aying","88","http://beeradvocate.com/beer/profile/39/15750/?sort=topr","Bock","{'Finland': 1, 'Slovenia': 1, 'Sweden': 4, 'Belgium': 1, 'United Kingdom (England)': 1, 'United Kingdom (Wales)': 1}","9","29","57","18","56","18","32","4"
"St. Martin Dunkler Bock","Aktien-Brauerei Kaufbeuren AG","83","http://beeradvocate.com/beer/profile/1623/41114/?sort=topr","Bock","{'Wisconsin': 1, 'North Carolina': 1, 'Illinois': 1, 'California': 4, 'Ohio': 1, 'Maryland': 2, 'Idaho': 1}","11","39","50","11","79","22","14","0"
"Fighting Billy Bock","Minhas Craft Brewery","73","http://beeradvocate.com/beer/profile/435/45111/?sort=topr","Bock","{'Wisconsin': 5, 'Colorado': 1, 'Pennsylvania': 1, 'Saskatchewan (Canada)': 1, 'Alberta (Canada)': 1, 'Minnesota': 3, 'North Carolina': 1, 'Illinois': 4, 'California': 1, 'Iowa': 1, 'Maryland': 1}","20","84","72","19","96","46","25","2"
"Great Lakes Rockefeller Bock","Great Lakes Brewing Company","89","http://beeradvocate.com/beer/profile/73/14737/?sort=topr","Bock","{'New Jersey': 1, 'Rhode Island': 1, 'Pennsylvania': 3, 'New York': 1, 'Ohio': 10, 'Illinois': 1}","17","43","67","22","109","29","51","1"
"Faxe Fest Bock","Royal Unibrew A/S","79","http://beeradvocate.com/beer/profile/783/8416/?sort=topr","Bock","{'Manitoba (Canada)': 1, 'Quebec (Canada)': 7, 'Alberta (Canada)': 3, 'Virginia': 1, 'Massachusetts': 1, 'Missouri': 1, 'Ohio': 1, 'Ontario (Canada)': 14}","29","112","94","41","138","61","51","12"
"Capricator Bock","Smoky Mountain Brewery &amp; Restaurant","86","http://beeradvocate.com/beer/profile/943/3029/?sort=topr","Bock","{'Georgia': 1, 'New Jersey': 1, 'Kentucky': 1, 'Tennessee': 2, 'North Carolina': 2, 'Ohio': 1}","8","19","12","9","32","10","7","1"
"Brand Imperator","Brand Bierbrouwerij","82","http://beeradvocate.com/beer/profile/531/5888/?sort=topr","Bock","{'New Zealand (Aotearoa)': 1, 'United Kingdom (England)': 1, 'Netherlands': 5}","7","13","5","7","45","15","14","2"
"Hertog Jan Bockbier","Arcense Stoombierbouwerij (Hertog Jan Brouwerij)","82","http://beeradvocate.com/beer/profile/530/5864/?sort=topr","Bock","{'Belgium': 1, 'Sweden': 1, 'Netherlands': 5}","8","14","33","8","49","16","26","2"
"Revolver Bock","Revolver Brewing","85","http://beeradvocate.com/beer/profile/30128/86334/?sort=topr","Bock","{'Texas': 1}","1","1","2","0","1","2","0","1"
"Mill Street Spring Imp","Mill Street Brew Pub","79","http://beeradvocate.com/beer/profile/3760/57701/?sort=topr","Bock","{'Alberta (Canada)': 1, 'Ontario (Canada)': 5}","6","22","13","18","56","14","12","3"
"Bock","Compania Cervecera Kunstmann, S.A.","82","http://beeradvocate.com/beer/profile/9372/27881/?sort=topr","Bock","{'Mexico': 1, 'Poland': 1, 'Korea (South)': 1, 'Florida': 1, 'New York': 2, 'Maryland': 1, 'Oklahoma': 1}","8","27","15","3","35","15","11","0"
"Ironshore Bock","Cayman Islands Brewery Ltd.","76","http://beeradvocate.com/beer/profile/16049/69836/?sort=topr","Bock","{'Pennsylvania': 1, 'Connecticut': 1, 'Georgia': 1, 'Alabama': 1, 'Texas': 3}","7","25","15","10","31","13","6","0"
"Bockscar","Big Boss Brewing","79","http://beeradvocate.com/beer/profile/15189/77672/?sort=topr","Bock","{'Pennsylvania': 1, 'South Carolina': 1, 'North Carolina': 2}","4","18","0","2","16","7","3","3"
"Local Harvest Five Mile Corn Bock","Ipswich Ale Brewery","83","http://beeradvocate.com/beer/profile/162/80886/?sort=topr","Bock","{'New York': 1, 'Massachusetts': 3}","4","35","17","14","22","8","14","5"
"Wildebok","Scheldebrouwerij","84","http://beeradvocate.com/beer/profile/552/26858/?sort=topr","Bock","{'Netherlands': 3, 'Quebec (Canada)': 1, 'New York': 1, 'Belgium': 2, 'United Kingdom (England)': 1, 'Ontario (Canada)': 1}","9","14","36","22","71","19","21","4"
"Hertog Jan Lentebock","Arcense Stoombierbouwerij (Hertog Jan Brouwerij)","82","http://beeradvocate.com/beer/profile/530/57623/?sort=topr","Bock","{'Sweden': 1, 'Netherlands': 4, 'Germany': 1}","7","44","7","22","24","21","15","0"
"Brugse Bok","Brouwerij Straffe Hendrik / Huisbrouwerij De Halve Maan","82","http://beeradvocate.com/beer/profile/268/45634/?sort=topr","Bock","{'Netherlands': 2, 'Georgia': 1, 'New Hampshire': 1, 'Massachusetts': 1, 'Belgium': 1, 'United Kingdom (England)': 1}","7","19","16","10","32","9","19","2"
"Honey Bock","Pyramid Breweries, Inc.","80","http://beeradvocate.com/beer/profile/403/90062/?sort=topr","Bock","{'California': 3}","3","15","1","1","16","5","4","0"
"Chapeau Faro Lambic","Brouwerij De Troch","77","http://beeradvocate.com/beer/profile/190/6624/?sort=topr","Faro","{'Missouri': 1, 'Minnesota': 4, 'Illinois': 13, 'Maryland': 2, 'Texas': 10, 'Ontario (Canada)': 2, 'Arizona': 1, 'Wisconsin': 1, 'Michigan': 1, 'Kansas': 1, 'Utah': 2, 'Virginia': 2, 'Oregon': 1, 'New York': 3, 'California': 4, 'Massachusetts': 6, 'South Carolina': 1, 'Vermont': 1, 'Georgia': 2, 'Pennsylvania': 1, 'Quebec (Canada)': 1, 'Florida': 3, 'Rhode Island': 1, 'District of Columbia': 1, 'Iowa': 1, 'New Jersey': 2, 'North Carolina': 1, 'Tennessee': 1, 'United Kingdom (England)': 1, 'British Columbia (Canada)': 1}","72","214","191","321","435","163","12","10"
"Lindemans Faro Lambic","Brouwerij Lindemans","82","http://beeradvocate.com/beer/profile/187/7712/?sort=topr","Faro","{'Brazil': 1, 'Alberta (Canada)': 2, 'Minnesota': 2, 'Illinois': 3, 'Ohio': 1, 'Indiana': 1, 'Maryland': 2, 'Louisiana': 2, 'Idaho': 2, 'Ontario (Canada)': 2, 'Wisconsin': 2, 'Michigan': 2, 'Virginia': 2, 'Oregon': 2, 'Connecticut': 2, 'New York': 11, 'California': 6, 'Massachusetts': 4, 'West Virginia': 1, 'South Carolina': 4, 'New Hampshire': 1, 'Spain': 1, 'Vermont': 2, 'Georgia': 3, 'Pennsylvania': 13, 'Quebec (Canada)': 1, 'Florida': 1, 'Kentucky': 2, 'Nebraska': 1, 'Iowa': 1, 'France': 1, 'Colorado': 2, 'New Jersey': 2, 'Washington': 5, 'North Carolina': 2, 'Tennessee': 1, 'Texas': 4, 'Maine': 1, 'British Columbia (Canada)': 1}","100","366","216","560","599","252","31","10"
"Drie Fonteinen Faro","Brouwerij Drie Fonteinen","90","http://beeradvocate.com/beer/profile/2216/8772/?sort=topr","Faro","{'Arizona': 1, 'Wisconsin': 2, 'Pennsylvania': 2, 'Virginia': 1, 'District of Columbia': 2, 'California': 2, 'Ireland': 1}","11","34","21","48","56","23","0","0"
"Mort Subite Faro","Brouwerij Mort Subite","84","http://beeradvocate.com/beer/profile/654/16859/?sort=topr","Faro","{'Australia': 1, 'Pennsylvania': 1, 'Quebec (Canada)': 2, 'Virginia': 1, 'New Jersey': 1, 'Missouri': 1, 'United Kingdom (England)': 1, 'Ontario (Canada)': 1}","9","26","10","15","39","14","2","0"
"Girardin Faro 1882","Brouwerij Girardin","83","http://beeradvocate.com/beer/profile/2541/30533/?sort=topr","Faro","{'Arizona': 1, 'Wisconsin': 1, 'South Africa': 1, 'Pennsylvania': 3, 'Saskatchewan (Canada)': 1, 'Florida': 1, 'Minnesota': 1, 'Illinois': 3, 'Sweden': 2, 'District of Columbia': 1, 'California': 2, 'Massachusetts': 1, 'Quebec (Canada)': 1, 'Belgium': 2, 'Maryland': 2, 'New York': 1, 'Louisiana': 1, 'United Kingdom (England)': 1, 'Ontario (Canada)': 4}","30","122","77","141","162","70","15","23"
"Cantillon Faro","Brasserie Cantillon","87","http://beeradvocate.com/beer/profile/388/7761/?sort=topr","Faro","{'Australia': 1, 'Wisconsin': 1, 'Colorado': 2, 'Arizona': 1, 'Pennsylvania': 3, 'Illinois': 1, 'Poland': 1, 'Virginia': 1, 'Rhode Island': 1, 'Connecticut': 1, 'District of Columbia': 2, 'California': 3, 'Texas': 2, 'Belgium': 2, 'Ohio': 1, 'Maryland': 2, 'France': 1, 'Minnesota': 1, 'Spain': 1, 'Massachusetts': 1}","29","76","57","77","167","59","9","3"
"Oude Faro De Cam","De Cam Geuzestekerij","84","http://beeradvocate.com/beer/profile/2170/82342/?sort=topr","Faro","{'New Jersey': 1, 'Quebec (Canada)': 1, 'Virginia': 1, 'District of Columbia': 1, 'California': 1, 'Ireland': 1, 'Maryland': 2}","8","24","23","34","52","20","0","0"
"Faro Boon","Brouwerij Boon","77","http://beeradvocate.com/beer/profile/47/55701/?sort=topr","Faro","{'Korea (North)': 1, 'Wisconsin': 1, 'Quebec (Canada)': 1, 'Illinois': 1, 'California': 1, 'Massachusetts': 1, 'Maryland': 1, 'France': 1, 'Ontario (Canada)': 2}","10","38","21","27","57","31","7","0"
"Asahi Honnama Red","Asahi Breweries Ltd","71","http://beeradvocate.com/beer/profile/716/19641/?sort=topr","Happoshu","{'Pennsylvania': 1, 'Washington': 1, 'Florida': 1, 'Virginia': 2, 'North Carolina': 1, 'Illinois': 3, 'District of Columbia': 1, 'California': 3, 'Japan': 2, 'Belgium': 1, 'Ohio': 1, 'Maryland': 1}","18","147","7","9","51","40","19","0"
