"Rating","Style","Name","Num Reviews","Locations","Link","Brewery","Light","Dark","Roasted","Sweet","Bitter","Carbonation","Fruit","Spice","Sour","Smokey","Total Count"
"77","Hefeweizen","Fisherman's Bavarian Wheat","35","{'Pennsylvania': 2, 'Saskatchewan (Canada)': 1, 'Virginia': 1, 'Rhode Island': 3, 'Connecticut': 2, 'New York': 7, 'New Hampshire': 1, 'Massachusetts': 16, 'District of Columbia': 1, 'Maine': 1}","http://beeradvocate.com/beer/profile/8325/45418/?sort=topr","Cape Ann Brewing Company","117","28","10","78","30","103","86","43","24","0","519"
"87","Hefeweizen","Hinterland Hefe Weizen","24","{'Pennsylvania': 19, 'Indiana': 1, 'Connecticut': 1, 'New York': 3}","http://beeradvocate.com/beer/profile/18968/3990/?sort=topr","Appalachian Brewing Company","76","13","3","21","5","35","57","44","2","1","257"
"86","Hefeweizen","Moat Hoffman Weiss","24","{'Colorado': 1, 'Pennsylvania': 1, 'Washington': 1, 'New York': 1, 'New Hampshire': 8, 'Massachusetts': 6, 'Maine': 5, 'Idaho': 1}","http://beeradvocate.com/beer/profile/451/2676/?sort=topr","Moat Mountain Smoke House &amp; Brewing Co.","77","14","2","29","16","33","46","35","6","0","258"
"90","Hefeweizen","Goggle Fogger Hefe Weizen","17","{'Pennsylvania': 6, 'Washington': 1, 'Oregon': 1, 'New York': 1, 'Germany': 1, 'Ohio': 6, 'Ontario (Canada)': 1}","http://beeradvocate.com/beer/profile/19544/52935/?sort=topr","Fat Heads Brewery &amp; Saloon","57","16","6","18","11","34","45","32","4","0","223"
"90","Hefeweizen","Top Heavy Hefeweizen","23","{'Minnesota': 1, 'Pennsylvania': 2, 'Poland': 1, 'Virginia': 1, 'Illinois': 12, 'New York': 1, 'Ohio': 2, 'Alabama': 1, 'Louisiana': 1, 'Texas': 1}","http://beeradvocate.com/beer/profile/1151/15014/?sort=topr","Piece Brewery &amp; Pizzeria","75","23","0","14","13","42","56","23","5","0","251"
"84","Hefeweizen","Ginga Kogen Weizen","26","{'Georgia': 1, 'New Jersey': 1, 'Washington': 2, 'Oregon': 2, 'Illinois': 1, 'Pennsylvania': 1, 'New York': 4, 'California': 5, 'North Carolina': 1, 'Japan': 2, 'United Kingdom (England)': 1, 'France': 1, 'Texas': 1, 'Ontario (Canada)': 3}","http://beeradvocate.com/beer/profile/3444/7813/?sort=topr","Ginga Kogen Beer","93","18","2","48","14","59","59","27","13","0","333"
"88","Hefeweizen","Fargo Brothers Hefeweizen","32","{'Arizona': 1, 'Wisconsin': 8, 'New Jersey': 1, 'Virginia': 1, 'Michigan': 1, 'Washington': 1, 'Minnesota': 7, 'Illinois': 4, 'New York': 1, 'California': 2, 'Arkansas': 1, 'South Carolina': 1, 'Ohio': 1, 'Texas': 1, 'Ontario (Canada)': 1}","http://beeradvocate.com/beer/profile/784/4889/?sort=topr","Tyranena Brewing Company","153","12","8","56","29","66","94","61","16","0","495"
"85","Hefeweizen","Crop Circle Wheat","17","{'Wisconsin': 5, 'Pennsylvania': 1, 'Virginia': 2, 'Washington': 1, 'Minnesota': 1, 'Oregon': 1, 'Illinois': 2, 'Missouri': 1, 'Ohio': 1, 'British Columbia (Canada)': 1, 'Ontario (Canada)': 1}","http://beeradvocate.com/beer/profile/952/4129/?sort=topr","Great Dane Pub &amp; Brewing Company (Downtown)","69","14","3","26","18","29","51","26","7","0","243"
"78","Hefeweizen","Veldensteiner Weißbier","32","{'Georgia': 1, 'Wisconsin': 1, 'Slovenia': 1, 'Pennsylvania': 5, 'Poland': 1, 'Virginia': 1, 'North Carolina': 2, 'New Jersey': 1, 'New York': 7, 'California': 1, 'Indiana': 2, 'Ohio': 1, 'United Kingdom (England)': 1, 'Germany': 2, 'Louisiana': 3, 'Maine': 1, 'British Columbia (Canada)': 1}","http://beeradvocate.com/beer/profile/5581/21336/?sort=topr","Kaiser Bräu GmbH &amp; Co KG","94","16","5","44","21","68","69","48","15","0","380"
"77","Hefeweizen","Hefe Doppelweizen","32","{'Arizona': 3, 'Iowa': 1, 'Colorado': 1, 'Pennsylvania': 2, 'New Hampshire': 1, 'Washington': 1, 'Oregon': 2, 'Rhode Island': 1, 'California': 17, 'Massachusetts': 1, 'Ohio': 1, 'Nevada': 1}","http://beeradvocate.com/beer/profile/812/6836/?sort=topr","Marin Brewing Company","130","24","6","55","38","53","77","22","20","0","425"
"75","Hefeweizen","Harvest Hefeweizen","20","{'Arizona': 1, 'Michigan': 1, 'Florida': 1, 'Virginia': 1, 'California': 5, 'Massachusetts': 1, 'Missouri': 1, 'Ohio': 3, 'Texas': 5, 'Ontario (Canada)': 1}","http://beeradvocate.com/beer/profile/3042/20059/?sort=topr","BJ's Restaurant &amp; Brewhouse","56","9","1","15","22","28","34","23","5","0","193"
"74","Hefeweizen","Squatters American Wheat Hefeweizen","28","{'Wyoming': 1, 'Illinois': 1, 'Louisiana': 1, 'Texas': 1, 'Australia': 1, 'Wisconsin': 1, 'Utah': 1, 'Virginia': 1, 'Oregon': 2, 'Connecticut': 1, 'Montana': 1, 'California': 2, 'Massachusetts': 3, 'Pennsylvania': 2, 'Florida': 2, 'Hawaii': 1, 'Rhode Island': 1, 'Arizona': 1, 'Iowa': 1, 'New York': 1, 'Colorado': 1, 'Tennessee': 1}","http://beeradvocate.com/beer/profile/28908/34548/?sort=topr","Utah Brewers Cooperative","93","7","5","30","25","35","37","16","12","0","260"
"84","Hefeweizen","Löwen Weisse","23","{'Netherlands': 3, 'Wisconsin': 1, 'Portugal': 1, 'California': 1, 'Croatia (Hrvatska)': 1, 'Finland': 1, 'Minnesota': 1, 'Illinois': 1, 'Ohio': 1, 'New Hampshire': 1, 'Massachusetts': 2, 'Colombia': 1, 'Greece': 1, 'Switzerland': 2, 'Indiana': 1, 'United Kingdom (England)': 2, 'Maryland': 1, 'Texas': 1}","http://beeradvocate.com/beer/profile/95/9860/?sort=topr","Löwenbräu AG","72","23","3","24","21","57","46","17","4","0","267"
"78","Hefeweizen","Floating Rock Hefeweizen","19","{'Iowa': 1, 'Colorado': 3, 'Pennsylvania': 1, 'New Hampshire': 1, 'Massachusetts': 1, 'California': 12}","http://beeradvocate.com/beer/profile/4051/41750/?sort=topr","Mammoth Brewing Company","77","16","2","19","5","35","48","36","3","0","241"
"80","Hefeweizen","Drake's Hefe-weizen","25","{'Georgia': 2, 'Wisconsin': 1, 'Pennsylvania': 1, 'Washington': 1, 'California': 18, 'Germany': 1, 'Texas': 1}","http://beeradvocate.com/beer/profile/3835/14846/?sort=topr","Drake's Brewing Co.","85","23","6","33","30","46","67","46","7","1","344"
"78","Hefeweizen","Wampatuck Wheat","19","{'Connecticut': 1, 'Washington': 1, 'Massachusetts': 15, 'Rhode Island': 2}","http://beeradvocate.com/beer/profile/19213/50243/?sort=topr","Blue Hills Brewery","96","8","3","35","20","43","38","14","8","0","265"
"81","Hefeweizen","Original Oettinger Hefeweissbier","28","{'Italy': 2, 'France': 1, 'Indiana': 1, 'Norway': 1, 'United Kingdom (Scotland)': 1, 'Louisiana': 1, 'Michigan': 1, 'Korea (South)': 1, 'California': 1, 'Massachusetts': 2, 'South Carolina': 1, 'Thailand': 1, 'Netherlands': 2, 'Pennsylvania': 1, 'Quebec (Canada)': 2, 'Finland': 1, 'Florida': 2, 'Kentucky': 1, 'Ohio': 1, 'Mexico': 1, 'Washington': 1, 'New York': 1, 'Maine': 1}","http://beeradvocate.com/beer/profile/1539/4299/?sort=topr","Oettinger International Getränke-Vertriebs GmbH","93","27","4","35","17","72","63","18","4","0","333"
"87","Hefeweizen","Franconia Wheat","14","{'Florida': 1, 'Maryland': 1, 'California': 1, 'Colorado': 2, 'Texas': 9}","http://beeradvocate.com/beer/profile/17033/42695/?sort=topr","Franconia Brewing Company","36","14","0","15","6","25","32","13","1","1","143"
"90","Hefeweizen","Hofbräu Hefe Weizen","13","{'Pennsylvania': 9, 'Ohio': 1, 'Maryland': 1, 'New York': 1, 'Colorado': 1}","http://beeradvocate.com/beer/profile/19587/48727/?sort=topr","Hofbräuhaus Pittsburgh","53","14","5","8","6","26","40","32","5","0","189"
"84","Hefeweizen","Hefeweizen","18","{'New Jersey': 2, 'Pennsylvania': 15, 'Massachusetts': 1}","http://beeradvocate.com/beer/profile/6045/40703/?sort=topr","Iron Hill Brewery &amp; Restaurant","89","9","4","20","11","29","45","47","6","0","260"
"85","Hefeweizen","Hefeweizen","17","{'Colorado': 1, 'Washington': 1, 'California': 12, 'Texas': 1, 'Nevada': 1, 'Idaho': 1}","http://beeradvocate.com/beer/profile/2210/50433/?sort=topr","Firestone Walker Brewing Co.","66","10","3","18","8","35","44","33","1","0","218"
"83","Hefeweizen","Harvest Hefeweizen","21","{'Georgia': 1, 'Wisconsin': 1, 'Pennsylvania': 3, 'Saskatchewan (Canada)': 1, 'Florida': 1, 'Kentucky': 1, 'New Jersey': 1, 'California': 5, 'Massachusetts': 1, 'Arkansas': 1, 'Indiana': 1, 'Alabama': 1, 'Nevada': 1, 'Texas': 2}","http://beeradvocate.com/beer/profile/2710/10646/?sort=topr","BJ's Chicago Pizza &amp; Brewery Inc.","79","17","1","25","18","29","42","39","1","0","251"
"72","Hefeweizen","Bullfrog Ale","28","{'Tennessee': 1, 'Georgia': 1, 'Wisconsin': 2, 'Colorado': 2, 'Pennsylvania': 2, 'Kentucky': 1, 'Oklahoma': 1, 'Washington': 1, 'Virginia': 2, 'Oregon': 1, 'Illinois': 3, 'North Carolina': 2, 'New York': 1, 'New Hampshire': 1, 'Massachusetts': 1, 'Indiana': 1, 'Maryland': 1, 'Michigan': 1, 'Texas': 1, 'British Columbia (Canada)': 1}","http://beeradvocate.com/beer/profile/1391/36066/?sort=topr","Issaquah Brewhouse","93","13","7","45","42","47","46","21","10","1","325"
"79","Hefeweizen","Bayern St. Wilbur Weizen","21","{'Arizona': 1, 'Iowa': 1, 'New Jersey': 1, 'Washington': 2, 'Oregon': 5, 'Pennsylvania': 3, 'Montana': 1, 'New Hampshire': 1, 'North Carolina': 1, 'South Carolina': 1, 'Maryland': 1, 'New York': 1, 'Idaho': 1, 'Massachusetts': 1}","http://beeradvocate.com/beer/profile/605/5578/?sort=topr","Bayern Brewing, Inc.","70","4","6","18","19","37","45","19","7","1","226"
"79","Hefeweizen","Upland Valley Hefe-weizen","28","{'Georgia': 1, 'Wisconsin': 1, 'Colorado': 2, 'Oregon': 1, 'Florida': 1, 'Virginia': 1, 'Kentucky': 2, 'Illinois': 3, 'North Carolina': 1, 'Tennessee': 1, 'California': 3, 'Massachusetts': 1, 'Ohio': 1, 'South Carolina': 1, 'Indiana': 8}","http://beeradvocate.com/beer/profile/1170/5185/?sort=topr","Upland Brewing Company","103","23","2","24","21","58","71","38","11","0","351"
"84","Hefeweizen","Thunderweizen","18","{'Iowa': 1, 'North Carolina': 1, 'New York': 1, 'California': 11, 'South Carolina': 1, 'Ohio': 1, 'Maryland': 1, 'Ontario (Canada)': 1}","http://beeradvocate.com/beer/profile/12351/33361/?sort=topr","Lightning Brewery","62","25","2","29","13","41","56","15","9","0","252"
"88","Hefeweizen","Schnickelfritz","9","{'Illinois': 1, 'District of Columbia': 1, 'Colorado': 1, 'Texas': 1, 'Missouri': 5}","http://beeradvocate.com/beer/profile/24764/65854/?sort=topr","Urban Chestnut Brewing Company","32","8","1","11","12","17","17","22","1","0","121"
"84","Hefeweizen","Hofbräu Munich Weizen","21","{'Tennessee': 1, 'Iowa': 1, 'Pennsylvania': 1, 'Florida': 2, 'Minnesota': 1, 'Kentucky': 9, 'Virginia': 1, 'New York': 2, 'Ohio': 1, 'Indiana': 1, 'Maryland': 1}","http://beeradvocate.com/beer/profile/4685/19331/?sort=topr","Hofbräuhaus Newport","74","13","3","22","9","43","52","26","3","0","245"
"89","Hefeweizen","Craftsman Heavenly Hefeweizen","18","{'Arizona': 1, 'Iowa': 1, 'Washington': 1, 'Minnesota': 1, 'California': 13, 'Nevada': 1}","http://beeradvocate.com/beer/profile/2321/12634/?sort=topr","Craftsman Brewing Co.","64","12","5","14","9","29","47","23","9","1","213"
"86","Hefeweizen","Cape Cod Summer","17","{'New Jersey': 1, 'Pennsylvania': 1, 'Connecticut': 3, 'New York': 2, 'New Hampshire': 1, 'Massachusetts': 7, 'Ohio': 1, 'Maine': 1}","http://beeradvocate.com/beer/profile/9602/24420/?sort=topr","Cape Cod Beer","55","9","1","27","17","43","36","25","3","0","216"
"86","Hefeweizen","Wild Warthog Hefeweizen","18","{'Arizona': 1, 'United Kingdom (Scotland)': 1, 'Pennsylvania': 2, 'Michigan': 1, 'Florida': 5, 'Oregon': 1, 'Illinois': 1, 'New York': 1, 'New Hampshire': 1, 'North Carolina': 1, 'Ohio': 1, 'Alabama': 1, 'Ontario (Canada)': 1}","http://beeradvocate.com/beer/profile/487/3006/?sort=topr","Tampa Bay Brewing Co.","76","13","3","19","11","28","40","32","9","0","231"
"90","Hefeweizen","Sunspot","7","{'Michigan': 2, 'Kentucky': 1, 'Illinois': 1, 'North Carolina': 1, 'Indiana': 1, 'Ontario (Canada)': 1}","http://beeradvocate.com/beer/profile/25937/70847/?sort=topr","Greenbush Brewing Company","26","8","1","8","9","13","24","21","0","1","111"
"89","Hefeweizen","Rothaus Hefeweizen","22","{'Brazil': 1, 'Netherlands': 1, 'Italy': 1, 'United Kingdom (Scotland)': 1, 'British Columbia (Canada)': 1, 'Pennsylvania': 1, 'Quebec (Canada)': 1, 'Michigan': 2, 'Finland': 1, 'Virginia': 1, 'France': 2, 'Germany': 3, 'United Kingdom (England)': 2, 'United Kingdom (Northern Ireland)': 1, 'Norway': 1, 'Maine': 1, 'Ontario (Canada)': 1}","http://beeradvocate.com/beer/profile/464/16811/?sort=topr","Badische Staatsbrauerei Rothaus AG","72","32","7","35","14","54","79","33","15","0","341"
"83","Hefeweizen","Prinzregent Luitpold Weissbier","27","{'Georgia': 2, 'Italy': 1, 'New Hampshire': 1, 'Pennsylvania': 2, 'Quebec (Canada)': 1, 'Tanzania': 1, 'Japan': 1, 'Florida': 2, 'Kentucky': 1, 'France': 2, 'Sweden': 1, 'District of Columbia': 1, 'Indiana': 2, 'Idaho': 1, 'Missouri': 1, 'Ohio': 2, 'Maryland': 1, 'United Kingdom (England)': 2, 'Texas': 1, 'Ontario (Canada)': 1}","http://beeradvocate.com/beer/profile/3900/4618/?sort=topr","Kaltenberg International / König Ludwig International GmbH &amp; Co.KG","103","21","4","19","15","45","48","25","1","0","281"
"79","Hefeweizen","Millstream Hefe ""R"" Weissen","23","{'Arizona': 1, 'Iowa': 4, 'Colorado': 2, 'Pennsylvania': 1, 'Michigan': 1, 'Minnesota': 1, 'Illinois': 5, 'New York': 4, 'New Hampshire': 1, 'Indiana': 1, 'Ohio': 1, 'Wisconsin': 1}","http://beeradvocate.com/beer/profile/107/5721/?sort=topr","Millstream Brewing Company","102","14","5","36","21","56","62","41","5","1","343"
"87","Hefeweizen","König Ludwig Weissbier Hell","8","{'Mexico': 1, 'Serbia': 1, 'Sweden': 1, 'New Hampshire': 1, 'Belgium': 1, 'United Kingdom (England)': 1, 'Hong Kong': 1, 'Spain': 1}","http://beeradvocate.com/beer/profile/3900/79657/?sort=topr","Kaltenberg International / König Ludwig International GmbH &amp; Co.KG","17","6","1","13","7","10","14","6","2","0","76"
"73","Hefeweizen","Berghoff Heartland Hefe Weizen","14","{'Wisconsin': 6, 'New Jersey': 1, 'Minnesota': 1, 'Kentucky': 1, 'Illinois': 4, 'Indiana': 1}","http://beeradvocate.com/beer/profile/435/48998/?sort=topr","Minhas Craft Brewery","56","8","2","12","7","34","34","12","5","0","170"
"85","Hefeweizen","Wine Country Wheat","19","{'Wisconsin': 1, 'Colorado': 1, 'Pennsylvania': 2, 'Virginia': 1, 'Oregon': 3, 'Illinois': 1, 'New Jersey': 1, 'New York': 3, 'California': 3, 'Massachusetts': 1, 'District of Columbia': 1, 'North Carolina': 1}","http://beeradvocate.com/beer/profile/610/13916/?sort=topr","Bear Republic Brewing Co.","82","25","2","29","18","36","48","21","6","4","271"
"73","Hefeweizen","Whitewater Wheat Ale","28","{'Georgia': 2, 'Colorado': 5, 'New Jersey': 1, 'New Hampshire': 1, 'Florida': 1, 'Minnesota': 4, 'Illinois': 1, 'Pennsylvania': 1, 'New York': 1, 'California': 2, 'Massachusetts': 1, 'Indiana': 1, 'Nevada': 1, 'Texas': 6}","http://beeradvocate.com/beer/profile/158/144/?sort=topr","Great Divide Brewing Company","106","15","2","35","42","39","36","6","14","0","295"
"81","Hefeweizen","Weisser Hirsch Allgäuer Weizen","24","{'Korea (North)': 1, 'Mexico': 1, 'Virginia': 1, 'Oregon': 2, 'New York': 3, 'Germany': 1, 'California': 1, 'United Kingdom (England)': 1, 'Spain': 2, 'Ontario (Canada)': 11}","http://beeradvocate.com/beer/profile/620/3181/?sort=topr","Der HirschBrau/Privatbrauerei Höss","106","20","3","44","16","53","49","32","9","4","336"
"89","Hefeweizen","Hefe Weizen","28","{'Iowa': 2, 'Pennsylvania': 1, 'Saskatchewan (Canada)': 1, 'Minnesota': 20, 'Oregon': 1, 'California': 1, 'Missouri': 1, 'Wisconsin': 1}","http://beeradvocate.com/beer/profile/1177/10401/?sort=topr","Minneapolis Town Hall Brewery","85","24","5","49","19","43","83","55","9","1","373"
"87","Hefeweizen","EOS Hefeweizen","16","{'Colorado': 1, 'New Jersey': 1, 'Nebraska': 2, 'Illinois': 1, 'Pennsylvania': 2, 'Connecticut': 1, 'New York': 6, 'Maryland': 1, 'Ontario (Canada)': 1}","http://beeradvocate.com/beer/profile/16504/50882/?sort=topr","Nebraska Brewing Company","85","6","5","19","11","41","48","36","15","0","266"
"83","Hefeweizen","Oak Creek Hefeweizen","18","{'Arizona': 7, 'Colorado': 1, 'Pennsylvania': 1, 'Oklahoma': 1, 'Virginia': 1, 'Oregon': 1, 'Illinois': 1, 'New Jersey': 1, 'New York': 1, 'South Carolina': 1, 'Minnesota': 1, 'Texas': 1}","http://beeradvocate.com/beer/profile/717/11443/?sort=topr","Oak Creek Brewing Co.","53","11","3","25","14","26","48","26","2","7","215"
"79","Hefeweizen","Hefeweizen Ale","18","{'Arizona': 2, 'Wisconsin': 1, 'Colorado': 5, 'New Jersey': 1, 'Oklahoma': 1, 'Washington': 1, 'Illinois': 1, 'California': 1, 'Louisiana': 1, 'Maine': 1, 'Texas': 2, 'British Columbia (Canada)': 1}","http://beeradvocate.com/beer/profile/1683/55023/?sort=topr","Santa Fe Brewing Company","81","2","5","21","13","36","38","20","3","0","219"
"82","Hefeweizen","Falkensteiner Ur-Weisse","25","{'Iowa': 1, 'Pennsylvania': 6, 'Oklahoma': 1, 'Florida': 4, 'New York': 3, 'California': 1, 'Massachusetts': 2, 'Ohio': 3, 'Texas': 1, 'British Columbia (Canada)': 1, 'Spain': 1, 'Ontario (Canada)': 1}","http://beeradvocate.com/beer/profile/921/15680/?sort=topr","Privatbrauerei Bischoff","83","21","11","30","26","53","58","28","3","0","313"
"82","Hefeweizen","Worktruck Wheat","18","{'Pennsylvania': 1, 'Minnesota': 1, 'Illinois': 8, 'Arkansas': 1, 'Missouri': 6, 'Indiana': 1}","http://beeradvocate.com/beer/profile/19832/49933/?sort=topr","Crown Valley Brewing &amp; Distilling Co.","94","8","9","35","10","44","40","27","1","1","269"
"88","Hefeweizen","Smoked Hefe","21","{'Iowa': 1, 'Pennsylvania': 1, 'Saskatchewan (Canada)': 1, 'Washington': 1, 'Virginia': 1, 'North Carolina': 1, 'Minnesota': 12, 'Connecticut': 1, 'Missouri': 1, 'Illinois': 1}","http://beeradvocate.com/beer/profile/1177/12556/?sort=topr","Minneapolis Town Hall Brewery","68","16","2","22","13","30","32","34","2","103","322"
"83","Hefeweizen","Passauer Weisse","20","{'Wisconsin': 1, 'Indiana': 1, 'Pennsylvania': 4, 'Virginia': 1, 'Oregon': 1, 'Illinois': 2, 'California': 4, 'Missouri': 2, 'Iowa': 2, 'Maryland': 1, 'Idaho': 1}","http://beeradvocate.com/beer/profile/6052/41408/?sort=topr","Innstadt Brauerei","72","24","6","22","9","45","70","37","2","3","290"
"83","Hefeweizen","13 (Thirteen) Degrees","22","{'Georgia': 1, 'Pennsylvania': 4, 'Virginia': 1, 'Oregon': 1, 'Tennessee': 1, 'New Jersey': 1, 'District of Columbia': 2, 'Massachusetts': 2, 'Ohio': 1, 'Maryland': 8}","http://beeradvocate.com/beer/profile/1924/13872/?sort=topr","DuClaw Brewing Company","90","11","4","22","18","33","59","44","2","1","284"
"83","Hefeweizen","Weizen","6","{'Wisconsin': 2, 'Minnesota': 1, 'Illinois': 3}","http://beeradvocate.com/beer/profile/368/82130/?sort=topr","Capital Brewery","27","6","2","23","8","17","15","16","5","3","122"
"81","Hefeweizen","Hefe-Weizen","17","{'Georgia': 2, 'Florida': 1, 'Virginia': 1, 'North Carolina': 6, 'Illinois': 1, 'District of Columbia': 1, 'California': 2, 'Massachusetts': 1, 'South Carolina': 1, 'Ohio': 1}","http://beeradvocate.com/beer/profile/7753/56681/?sort=topr","Olde Hickory Brewery","60","13","0","19","3","39","32","31","4","5","206"
"85","Hefeweizen","Haymarket Hefe-Weizen","23","{'Colorado': 1, 'Pennsylvania': 1, 'Michigan': 1, 'Virginia': 2, 'North Carolina': 1, 'Illinois': 1, 'Connecticut': 1, 'New York': 1, 'New Hampshire': 1, 'Massachusetts': 12, 'Ohio': 1}","http://beeradvocate.com/beer/profile/9343/541/?sort=topr","Beer Works","63","11","2","12","17","23","56","33","3","0","220"
"74","Hefeweizen","Amstel Wheat","11","{'Pennsylvania': 6, 'Minnesota': 1, 'Rhode Island': 1, 'Montana': 1, 'New Hampshire': 1, 'Illinois': 1}","http://beeradvocate.com/beer/profile/163/77879/?sort=topr","Amstel Brouwerij B. V.","74","2","5","12","10","24","23","14","0","1","165"
"80","Hefeweizen","Le Bilboquet L'Archange","15","{'Vermont': 1, 'Georgia': 1, 'Iowa': 1, 'Pennsylvania': 1, 'Quebec (Canada)': 3, 'Nova Scotia (Canada)': 1, 'Australia': 2, 'Massachusetts': 1, 'South Carolina': 1, 'Indiana': 1, 'Maine': 1, 'Ontario (Canada)': 1}","http://beeradvocate.com/beer/profile/3722/46837/?sort=topr","Le Bilboquet, Brasseur Artisan","77","10","3","19","13","30","34","16","8","0","210"
"88","Hefeweizen","El Hefe Speaks","12","{'Maryland': 3, 'New York': 1, 'Virginia': 5, 'District of Columbia': 3}","http://beeradvocate.com/beer/profile/25327/72506/?sort=topr","DC Brau Brewing Co.","55","20","2","24","8","33","38","17","0","1","198"
"80","Hefeweizen","BJ's Harvest Hefeweizen","3","{'Florida': 2, 'California': 1}","http://beeradvocate.com/beer/profile/27038/75516/?sort=topr","BJs Brewhouse","8","1","0","4","4","6","6","6","3","0","38"
"79","Hefeweizen","Weiss Beer","13","{'Pennsylvania': 2, 'Delaware': 1, 'Florida': 1, 'Oregon': 1, 'Illinois': 2, 'New Jersey': 2, 'Connecticut': 1, 'California': 1, 'Massachusetts': 1, 'Texas': 1}","http://beeradvocate.com/beer/profile/971/3644/?sort=topr","Crescent City Brewhouse","33","4","1","8","1","21","24","19","4","0","115"
"83","Hefeweizen","Sommer Vice","14","{'Pennsylvania': 1, 'Minnesota': 12, 'North Carolina': 1}","http://beeradvocate.com/beer/profile/26565/82120/?sort=topr","Steel Toe Brewing","46","8","5","20","9","36","44","28","7","2","205"
"77","Hefeweizen","Moo Brew Wheat Beer","20","{'Illinois': 1, 'Australia': 16, 'Colorado': 1, 'Kentucky': 1, 'Massachusetts': 1}","http://beeradvocate.com/beer/profile/12538/27078/?sort=topr","Moorilla Estate","61","13","1","23","17","44","33","33","8","0","233"
"82","Hefeweizen","Hefeweizen","17","{'Pennsylvania': 13, 'Maryland': 1, 'New York': 1, 'Virginia': 1, 'District of Columbia': 1}","http://beeradvocate.com/beer/profile/743/12496/?sort=topr","Lancaster Brewing Company","39","11","1","10","7","21","39","27","6","0","161"
"88","Hefeweizen","Hefe-Weizen","11","{'Georgia': 1, 'Wisconsin': 1, 'Pennsylvania': 1, 'Michigan': 1, 'Virginia': 2, 'District of Columbia': 1, 'Germany': 1, 'Japan': 1, 'Maryland': 1, 'Ontario (Canada)': 1}","http://beeradvocate.com/beer/profile/4553/18781/?sort=topr","Fürst Wallerstein Brauhaus","44","17","0","20","5","26","38","21","2","2","175"
"89","Hefeweizen","Wodan Weizen","14","{'Connecticut': 1, 'New York': 1, 'Minnesota': 11, 'North Carolina': 1}","http://beeradvocate.com/beer/profile/24815/69071/?sort=topr","Harriet Brewing","31","13","1","17","8","30","40","22","4","0","166"
"75","Hefeweizen","Marin Hefe Weiss","19","{'New Jersey': 2, 'Australia': 1, 'Iowa': 1, 'Arizona': 2, 'California': 13}","http://beeradvocate.com/beer/profile/812/7965/?sort=topr","Marin Brewing Company","88","10","5","25","30","43","32","19","15","0","267"
"81","Hefeweizen","Blanche","18","{'Quebec (Canada)': 4, 'Alberta (Canada)': 4, 'Massachusetts': 1, 'Ontario (Canada)': 9}","http://beeradvocate.com/beer/profile/11056/44287/?sort=topr","Les Trois Mousquetaires","73","7","4","16","10","50","32","26","6","0","224"
"82","Hefeweizen","Bavarian Style Hefeweizen","17","{'Washington': 11, 'Minnesota': 1, 'Oregon': 2, 'New York': 1, 'Ohio': 1, 'Ontario (Canada)': 1}","http://beeradvocate.com/beer/profile/959/3081/?sort=topr","Silver City Brewing Co.","53","14","1","18","13","30","29","30","8","1","197"
"81","Hefeweizen","Wixa Weiss","16","{'Iowa': 1, 'Colorado': 4, 'Pennsylvania': 1, 'Florida': 1, 'Oregon': 1, 'California': 1, 'Ohio': 1, 'Indiana': 1, 'Maryland': 1, 'Nevada': 1, 'Texas': 3}","http://beeradvocate.com/beer/profile/986/5142/?sort=topr","Wynkoop Brewing Company","52","14","0","18","5","23","29","20","6","1","168"
"80","Hefeweizen","Wisteria Wheat","13","{'Pennsylvania': 4, 'Michigan': 1, 'Delaware': 2, 'Washington': 1, 'Virginia': 1, 'Maryland': 4}","http://beeradvocate.com/beer/profile/4067/11176/?sort=topr","Fordham Brewing Company","54","4","2","18","13","25","25","13","5","0","159"
"88","Hefeweizen","Throwback Hog Happy Hefeweizen","14","{'Washington': 1, 'North Carolina': 1, 'Illinois': 2, 'New Hampshire': 6, 'Massachusetts': 3, 'Maine': 1}","http://beeradvocate.com/beer/profile/24690/71905/?sort=topr","Throwback Brewery","69","6","2","30","11","28","34","22","10","0","212"
"81","Hefeweizen","Sin City Weisse","15","{'New Jersey': 2, 'Florida': 1, 'Virginia': 1, 'Oregon': 1, 'Illinois': 1, 'New York': 1, 'California': 2, 'Kentucky': 1, 'West Virginia': 1, 'New Hampshire': 1, 'Ohio': 1, 'Nevada': 2}","http://beeradvocate.com/beer/profile/11421/29143/?sort=topr","Sin City Brewing Co.","49","14","1","21","19","21","34","20","1","0","180"
"82","Hefeweizen","Brown's Hefe-Weizen","11","{'Australia': 1, 'Connecticut': 2, 'New York': 6, 'Massachusetts': 2}","http://beeradvocate.com/beer/profile/9558/22377/?sort=topr","Brown's Brewing Company","54","15","3","17","1","20","35","15","0","0","160"
"82","Hefeweizen","Blur","7","{'Texas': 6}","http://beeradvocate.com/beer/profile/24825/65995/?sort=topr","Circle Brewing Company","20","5","1","3","7","10","17","4","2","1","70"
"81","Hefeweizen","Summer Sail Hefe Weizen","12","{'New Jersey': 2, 'Connecticut': 1, 'New York': 6, 'California': 2, 'Massachusetts': 1}","http://beeradvocate.com/beer/profile/611/5421/?sort=topr","Wagner Valley Brewery","27","4","1","7","14","19","21","17","1","0","111"
