"Name","Brewery","Rating","Link","Style","Locations","Num Reviews","Light","Dark","Fruit","Sweet","Carbonation","Bitter","Spice"
"Aass Bock","Aass Brewery","90","http://beeradvocate.com/beer/profile/185/664/?sort=topr","Bock","{'Netherlands': 1, 'Arizona': 1, 'Pennsylvania': 4, 'Florida': 1, 'Michigan': 4, 'New Hampshire': 1, 'Washington': 1, 'Alaska': 1, 'North Carolina': 1, 'Illinois': 3, 'New York': 3, 'California': 5, 'Massachusetts': 4, 'Indiana': 1, 'Arkansas': 1, 'Maryland': 1, 'Nevada': 1, 'Norway': 2, 'United Kingdom (England)': 1, 'British Columbia (Canada)': 1}","38","56","105","34","180","59","53","4"
"Goats Breath Bock","O'Fallon Brewery","81","http://beeradvocate.com/beer/profile/3268/39299/?sort=topr","Bock","{'Mississippi': 1, 'Georgia': 2, 'Wisconsin': 2, 'New Hampshire': 1, 'Pennsylvania': 1, 'Kentucky': 1, 'Oklahoma': 1, 'Kansas': 2, 'North Carolina': 1, 'Illinois': 9, 'New York': 1, 'California': 1, 'Idaho': 1, 'Missouri': 12, 'Ohio': 5, 'Michigan': 1, 'Texas': 1, 'Iowa': 2}","45","121","146","78","287","77","48","15"
"Saranac Black Diamond Bock","Matt Brewing Company","83","http://beeradvocate.com/beer/profile/99/34304/?sort=topr","Bock","{'Vermont': 2, 'Iowa': 1, 'Oregon': 1, 'Pennsylvania': 9, 'Louisiana': 1, 'Virginia': 3, 'North Carolina': 9, 'Rhode Island': 2, 'New Jersey': 4, 'Connecticut': 6, 'New York': 21, 'New Hampshire': 1, 'Massachusetts': 4, 'West Virginia': 3, 'South Carolina': 1, 'Indiana': 1, 'Maryland': 7, 'Ohio': 12, 'Texas': 3}","91","281","248","109","453","194","176","17"
"Samuel Adams Chocolate Cherry Bock","Boston Beer Company (Samuel Adams)","86","http://beeradvocate.com/beer/profile/35/68000/?sort=topr","Bock","{'Virginia': 1, 'Wisconsin': 1, 'Indiana': 2, 'New Jersey': 3, 'Oregon': 1, 'Washington': 2, 'Minnesota': 1, 'North Carolina': 1, 'Illinois': 1, 'Pennsylvania': 10, 'New York': 6, 'California': 4, 'Massachusetts': 1, 'District of Columbia': 1, 'Ohio': 5, 'Maryland': 1, 'Rhode Island': 1, 'Texas': 2}","44","96","185","158","279","74","28","1"
"Winter Brew","Sprecher Brewing Company","87","http://beeradvocate.com/beer/profile/144/1000/?sort=topr","Bock","{'Minnesota': 7, 'Illinois': 13, 'Ohio': 3, 'Indiana': 2, 'Maryland': 1, 'Ontario (Canada)': 1, 'Iowa': 3, 'Michigan': 6, 'Kansas': 1, 'Utah': 1, 'District of Columbia': 1, 'New Hampshire': 1, 'Massachusetts': 3, 'South Carolina': 1, 'California': 2, 'Pennsylvania': 9, 'Florida': 2, 'Kentucky': 2, 'Rhode Island': 1, 'Missouri': 1, 'Wisconsin': 22, 'Colorado': 1, 'New Jersey': 2, 'Washington': 1, 'North Carolina': 2, 'New York': 3}","92","264","363","105","542","172","187","47"
"Genesee Bock","Genesee Brewing Co. / Dundee Brewing Co.","79","http://beeradvocate.com/beer/profile/302/41422/?sort=topr","Bock","{'Oklahoma': 1, 'Minnesota': 1, 'Illinois': 2, 'Indiana': 1, 'Louisiana': 1, 'Texas': 1, 'Ontario (Canada)': 1, 'Arizona': 1, 'Wisconsin': 1, 'Croatia (Hrvatska)': 1, 'Kansas': 1, 'Virginia': 1, 'Connecticut': 3, 'California': 1, 'Massachusetts': 2, 'South Carolina': 1, 'Vermont': 2, 'Georgia': 2, 'Pennsylvania': 20, 'Alaska': 1, 'Rhode Island': 2, 'Ohio': 18, 'Colorado': 1, 'New Jersey': 3, 'Washington': 2, 'North Carolina': 2, 'New York': 25}","100","462","180","90","454","243","156","17"
"Samuel Adams Winter Lager","Boston Beer Company (Samuel Adams)","82","http://beeradvocate.com/beer/profile/35/101/?sort=topr","Bock","{'Iowa': 1, 'Oklahoma': 1, 'Minnesota': 6, 'Illinois': 3, 'Indiana': 1, 'Maryland': 1, 'Louisiana': 2, 'Texas': 3, 'Arizona': 2, 'Wisconsin': 2, 'Michigan': 7, 'Kansas': 1, 'Virginia': 2, 'Oregon': 1, 'Connecticut': 1, 'Montana': 3, 'California': 4, 'Massachusetts': 7, 'West Virginia': 1, 'South Carolina': 4, 'Alberta (Canada)': 1, 'Georgia': 2, 'Pennsylvania': 8, 'Finland': 1, 'Florida': 2, 'Kentucky': 2, 'Ohio': 3, 'Alabama': 2, 'Idaho': 1, 'New Jersey': 3, 'Washington': 2, 'North Carolina': 1, 'New York': 5, 'United Kingdom (England)': 1, 'Nevada': 1, 'Maine': 1}","100","321","223","203","378","201","168","243"
"Millstream Schokolade Bock","Millstream Brewing Company","87","http://beeradvocate.com/beer/profile/107/7904/?sort=topr","Bock","{'Delaware': 1, 'Minnesota': 8, 'Illinois': 8, 'Ohio': 2, 'Indiana': 3, 'Maryland': 1, 'Texas': 4, 'Manitoba (Canada)': 1, 'Arizona': 1, 'Iowa': 15, 'Michigan': 1, 'New Hampshire': 1, 'Oregon': 1, 'Connecticut': 1, 'California': 5, 'Massachusetts': 1, 'Germany': 1, 'Georgia': 1, 'Pennsylvania': 3, 'Alaska': 1, 'Rhode Island': 1, 'Nebraska': 2, 'Missouri': 3, 'Wisconsin': 5, 'Colorado': 3, 'Mexico': 1, 'New Jersey': 2, 'Washington': 2, 'North Carolina': 3, 'Maine': 1}","83","274","294","75","575","180","135","23"
"Anchor Bock Beer","Anchor Brewing Company","84","http://beeradvocate.com/beer/profile/28/23942/?sort=topr","Bock","{'Mississippi': 1, 'Alberta (Canada)': 4, 'Minnesota': 4, 'Illinois': 5, 'Arkansas': 1, 'Indiana': 1, 'Maryland': 3, 'Louisiana': 3, 'Texas': 4, 'Arizona': 1, 'Iowa': 3, 'Michigan': 1, 'Virginia': 1, 'Oregon': 3, 'Connecticut': 2, 'Tennessee': 1, 'New Hampshire': 1, 'Massachusetts': 7, 'West Virginia': 1, 'South Carolina': 2, 'California': 16, 'Oklahoma': 1, 'Georgia': 3, 'Pennsylvania': 5, 'Florida': 1, 'Australia': 1, 'Missouri': 3, 'Ohio': 3, 'United Kingdom (Northern Ireland)': 1, 'Colorado': 1, 'New Jersey': 6, 'North Carolina': 2, 'New York': 7, 'United Kingdom (England)': 1}","100","270","553","151","697","262","261","17"
"Kozlak","Browar Amber","81","http://beeradvocate.com/beer/profile/5502/27167/?sort=topr","Bock","{'Illinois': 3, 'Maryland': 1, 'Norway': 1, 'Ontario (Canada)': 2, 'Australia': 3, 'Wisconsin': 1, 'Oregon': 1, 'Connecticut': 3, 'District of Columbia': 1, 'Germany': 1, 'Massachusetts': 1, 'New Hampshire': 1, 'Netherlands': 1, 'Pennsylvania': 2, 'Poland': 1, 'Finland': 1, 'Rhode Island': 1, 'Sweden': 2, 'Arizona': 1, 'New Jersey': 1, 'Saskatchewan (Canada)': 1, 'Washington': 4, 'North Carolina': 1, 'New York': 4, 'Japan': 1}","40","103","128","56","214","89","47","1"
"Noche Buena","Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.","77","http://beeradvocate.com/beer/profile/57/7714/?sort=topr","Bock","{'Oklahoma': 1, 'Minnesota': 3, 'Illinois': 3, 'New Mexico': 1, 'Ohio': 4, 'Maryland': 1, 'Texas': 13, 'Manitoba (Canada)': 1, 'Arizona': 4, 'Iowa': 1, 'Michigan': 1, 'Kansas': 1, 'Connecticut': 1, 'New Hampshire': 1, 'Massachusetts': 3, 'West Virginia': 1, 'California': 11, 'Alberta (Canada)': 1, 'Pennsylvania': 2, 'Florida': 3, 'China': 1, 'Missouri': 2, 'Wisconsin': 4, 'Colorado': 2, 'Mexico': 6, 'Washington': 1, 'North Carolina': 2, 'New York': 6, 'Nevada': 1}","83","315","151","48","317","169","144","28"
"Creemore Springs UrBock","Creemore Springs Brewery Limited","82","http://beeradvocate.com/beer/profile/455/2250/?sort=topr","Bock","{'Manitoba (Canada)': 2, 'Arizona': 1, 'Mexico': 1, 'Pennsylvania': 2, 'Quebec (Canada)': 7, 'Alberta (Canada)': 6, 'Washington': 1, 'Minnesota': 1, 'Nova Scotia (Canada)': 1, 'Illinois': 1, 'District of Columbia': 1, 'California': 1, 'Massachusetts': 2, 'Ontario (Canada)': 48, 'British Columbia (Canada)': 3}","79","264","302","114","428","169","172","24"
"Saranac Chocolate Lager","Matt Brewing Company","79","http://beeradvocate.com/beer/profile/99/75739/?sort=topr","Bock","{'Georgia': 1, 'Colorado': 2, 'Pennsylvania': 10, 'Quebec (Canada)': 1, 'Missouri': 1, 'Virginia': 1, 'North Carolina': 3, 'Tennessee': 2, 'New Jersey': 5, 'Connecticut': 1, 'New York': 12, 'New Hampshire': 1, 'Massachusetts': 4, 'Kentucky': 1, 'West Virginia': 2, 'California': 4, 'Maryland': 3, 'Rhode Island': 1, 'Maine': 2, 'Texas': 1, 'Ontario (Canada)': 1}","61","208","108","33","419","132","103","4"
"Pandora's Bock","Breckenridge Brewery","78","http://beeradvocate.com/beer/profile/2137/3835/?sort=topr","Bock","{'Minnesota': 3, 'Illinois': 9, 'New Mexico': 1, 'Indiana': 6, 'Maryland': 2, 'Texas': 4, 'Ontario (Canada)': 1, 'Arizona': 5, 'Iowa': 1, 'Michigan': 3, 'Kansas': 1, 'New York': 3, 'Massachusetts': 3, 'West Virginia': 3, 'Wisconsin': 1, 'Georgia': 4, 'Pennsylvania': 19, 'Florida': 2, 'Kentucky': 3, 'Rhode Island': 1, 'Nebraska': 1, 'Missouri': 3, 'Ohio': 4, 'Colorado': 12, 'New Jersey': 3, 'District of Columbia': 1}","100","321","254","145","569","207","190","21"
"Holsten Festbock","Hanseatische Getränke-Industrie (HGI) Holsten-Brauerei AG","77","http://beeradvocate.com/beer/profile/628/5119/?sort=topr","Bock","{'Manitoba (Canada)': 4, 'Nevada': 1, 'Yukon (Canada)': 1, 'Massachusetts': 1, 'Pennsylvania': 1, 'Saskatchewan (Canada)': 1, 'Alberta (Canada)': 16, 'Nova Scotia (Canada)': 2, 'North Carolina': 1, 'New York': 1, 'California': 1, 'New Brunswick (Canada)': 2, 'Quebec (Canada)': 2, 'Wisconsin': 1, 'Ontario (Canada)': 32, 'Texas': 1, 'British Columbia (Canada)': 6}","74","177","266","60","347","173","116","15"
"Brother Benedict's Bock","Granite City Food &amp; Brewery","78","http://beeradvocate.com/beer/profile/1819/31215/?sort=topr","Bock","{'Pennsylvania': 3, 'Alaska': 1, 'Iowa': 5, 'Colorado': 1, 'California': 2, 'New Jersey': 3, 'Virginia': 1, 'Georgia': 1, 'Japan': 1, 'Minnesota': 7, 'Nebraska': 3, 'Illinois': 3, 'North Carolina': 1, 'District of Columbia': 1, 'Indiana': 2, 'Massachusetts': 2, 'Missouri': 7, 'Ohio': 4, 'Texas': 2, 'Wisconsin': 2}","52","195","176","43","285","94","59","2"
"La Trappe Bockbier","Bierbrouwerij De Koningshoeven B.V.","90","http://beeradvocate.com/beer/profile/184/20299/?sort=topr","Bock","{'Minnesota': 2, 'Illinois': 2, 'Ohio': 1, 'Indiana': 1, 'Maryland': 1, 'Louisiana': 2, 'Texas': 4, 'Ontario (Canada)': 2, 'Israel': 1, 'Australia': 3, 'Wisconsin': 3, 'Singapore': 1, 'Michigan': 1, 'Virginia': 2, 'Oregon': 1, 'California': 5, 'Massachusetts': 3, 'Belgium': 2, 'New Hampshire': 1, 'Netherlands': 11, 'Pennsylvania': 5, 'Quebec (Canada)': 2, 'Finland': 1, 'Florida': 1, 'Alaska': 1, 'Rhode Island': 2, 'Sweden': 1, 'Switzerland': 1, 'Iowa': 1, 'Idaho': 1, 'Mexico': 3, 'New Jersey': 1, 'Washington': 4, 'New York': 6, 'Greece': 2, 'United Kingdom (England)': 1, 'Maine': 1, 'British Columbia (Canada)': 1}","85","173","396","141","525","221","163","54"
"Saint Arnold Spring Bock","Saint Arnold Brewing Company","82","http://beeradvocate.com/beer/profile/337/1070/?sort=topr","Bock","{'Mississippi': 1, 'Alberta (Canada)': 1, 'Minnesota': 1, 'Illinois': 3, 'Louisiana': 5, 'Texas': 39, 'Ontario (Canada)': 1, 'Iowa': 1, 'Michigan': 1, 'Utah': 1, 'Virginia': 2, 'Oregon': 1, 'Connecticut': 1, 'California': 6, 'Massachusetts': 3, 'South Carolina': 1, 'New Hampshire': 1, 'Oklahoma': 2, 'Georgia': 4, 'Pennsylvania': 3, 'Florida': 2, 'Kentucky': 1, 'Rhode Island': 2, 'Ohio': 4, 'Colorado': 7, 'New Jersey': 1, 'Washington': 1, 'North Carolina': 1, 'New York': 2}","100","340","199","124","559","227","248","37"
"Michelob AmberBock","Anheuser-Busch","67","http://beeradvocate.com/beer/profile/29/1252/?sort=topr","Bock","{'Minnesota': 6, 'Illinois': 9, 'Indiana': 4, 'Maryland': 1, 'Idaho': 1, 'Arizona': 1, 'Iowa': 1, 'Michigan': 4, 'Kansas': 1, 'Virginia': 3, 'Tennessee': 1, 'California': 11, 'Texas': 5, 'West Virginia': 1, 'South Carolina': 1, 'Wisconsin': 1, 'Georgia': 2, 'Pennsylvania': 7, 'Florida': 3, 'Kentucky': 4, 'Rhode Island': 1, 'Missouri': 5, 'Ohio': 1, 'Alabama': 1, 'Isle of Man': 1, 'Colorado': 3, 'New Jersey': 3, 'Washington': 2, 'North Carolina': 6, 'New York': 3, 'Nevada': 1, 'Maine': 1}","100","399","199","82","435","208","116","4"
"Mönchshof Bockbier","Kulmbacher Brauerei AG","84","http://beeradvocate.com/beer/profile/412/13231/?sort=topr","Bock","{'Netherlands': 2, 'Italy': 1, 'Indiana': 1, 'United Kingdom (Scotland)': 2, 'Mexico': 5, 'Norway': 1, 'Michigan': 1, 'New Hampshire': 1, 'Virginia': 1, 'Illinois': 1, 'Sweden': 1, 'District of Columbia': 1, 'California': 1, 'Massachusetts': 1, 'West Virginia': 1, 'Belgium': 1, 'Germany': 3, 'United Kingdom (England)': 2, 'United Kingdom (Northern Ireland)': 1, 'Ohio': 1, 'Maine': 1}","30","79","90","58","167","58","75","5"
"Traditional Bock","Minhas Craft Brewery","73","http://beeradvocate.com/beer/profile/435/1338/?sort=topr","Bock","{'Wisconsin': 1, 'Georgia': 1, 'Iowa': 1, 'Nebraska': 1, 'California': 1, 'Pennsylvania': 2, 'Oklahoma': 1, 'Minnesota': 5, 'Kentucky': 3, 'Illinois': 8, 'Tennessee': 1, 'Indiana': 4, 'Massachusetts': 1, 'Alberta (Canada)': 3, 'Missouri': 5, 'Ohio': 2, 'Rhode Island': 1, 'Michigan': 5, 'Texas': 2, 'Ontario (Canada)': 1}","49","144","142","44","256","106","72","3"
"LTD Series","01","84","http://beeradvocate.com/beer/profile/5316/34576/?sort=topr","Bock","{'Mississippi': 2, 'Oklahoma': 2, 'Wyoming': 1, 'Minnesota': 7, 'Illinois': 3, 'New Mexico': 1, 'Maryland': 1, 'Louisiana': 2, 'Idaho': 2, 'Arizona': 1, 'Iowa': 2, 'Michigan': 1, 'Kansas': 1, 'Virginia': 3, 'Oregon': 13, 'Montana': 1, 'California': 15, 'Massachusetts': 1, 'Delaware': 2, 'Georgia': 3, 'Pennsylvania': 4, 'Florida': 1, 'Alaska': 1, 'Rhode Island': 1, 'South Carolina': 1, 'Ohio': 4, 'Colorado': 7, 'New Jersey': 1, 'Saskatchewan (Canada)': 1, 'Washington': 11, 'North Carolina': 1, 'New York': 1, 'Japan': 1, 'Nevada': 1}","100","361","229","128","595","221","234","33"
"Atwater Winter Bock","Atwater Block Brewery","74","http://beeradvocate.com/beer/profile/15280/39884/?sort=topr","Bock","{'Wisconsin': 2, 'Iowa': 1, 'Indiana': 1, 'Pennsylvania': 12, 'Washington': 1, 'Michigan': 14, 'Wyoming': 1, 'Florida': 1, 'Virginia': 3, 'North Carolina': 3, 'Rhode Island': 1, 'New Jersey': 5, 'Connecticut': 1, 'New York': 3, 'New Hampshire': 1, 'Massachusetts': 1, 'Missouri': 1, 'Ohio': 3, 'Illinois': 3, 'Minnesota': 1}","60","172","171","138","286","124","69","16"
"Back Forty Bock","New Glarus Brewing Company","84","http://beeradvocate.com/beer/profile/590/62671/?sort=topr","Bock","{'Minnesota': 10, 'Illinois': 17, 'Ohio': 4, 'Indiana': 3, 'Maryland': 2, 'Louisiana': 1, 'Texas': 2, 'Manitoba (Canada)': 1, 'Arizona': 1, 'Wisconsin': 14, 'Michigan': 1, 'Virginia': 4, 'Oregon': 1, 'Connecticut': 2, 'New York': 4, 'California': 5, 'Massachusetts': 3, 'South Carolina': 1, 'New Hampshire': 1, 'Pennsylvania': 2, 'Florida': 2, 'Kentucky': 2, 'District of Columbia': 3, 'Iowa': 5, 'Colorado': 1, 'New Jersey': 3, 'Washington': 2, 'North Carolina': 1, 'Tennessee': 2}","100","446","443","127","552","237","117","34"
"St. Nikolaus Bock Bier","Pennsylvania Brewing Company","89","http://beeradvocate.com/beer/profile/125/2272/?sort=topr","Bock","{'Indiana': 1, 'Maryland': 3, 'Texas': 2, 'Ontario (Canada)': 1, 'Korea (North)': 1, 'Virginia': 7, 'Oregon': 1, 'Connecticut': 2, 'Montana': 1, 'California': 2, 'Massachusetts': 5, 'West Virginia': 2, 'South Carolina': 2, 'New Hampshire': 1, 'Pennsylvania': 31, 'Florida': 1, 'Alaska': 1, 'Kentucky': 2, 'Rhode Island': 2, 'Missouri': 1, 'Ohio': 11, 'Colorado': 1, 'New Jersey': 1, 'Washington': 3, 'North Carolina': 3, 'New York': 9, 'District of Columbia': 1, 'Maine': 2}","100","323","401","122","631","202","178","55"
"Yuengling Bock","Yuengling Brewery ","78","http://beeradvocate.com/beer/profile/23980/47812/?sort=topr","Bock","{'Georgia': 3, 'Wisconsin': 1, 'Pennsylvania': 27, 'Washington': 1, 'West Virginia': 3, 'Florida': 7, 'Virginia': 7, 'Oregon': 1, 'Tennessee': 5, 'Alabama': 2, 'New Jersey': 8, 'New York': 8, 'Arkansas': 1, 'Massachusetts': 2, 'Ohio': 10, 'South Carolina': 1, 'Indiana': 1, 'Maryland': 6, 'Minnesota': 2, 'Montana': 1, 'North Carolina': 2}","100","342","236","92","409","212","234","7"
"Jopen Bokbier","Jopen Bier BV Haarlem","85","http://beeradvocate.com/beer/profile/514/11985/?sort=topr","Bock","{'Korea (North)': 1, 'Netherlands': 6, 'Iowa': 2, 'New Jersey': 2, 'Michigan': 2, 'New Hampshire': 2, 'Florida': 4, 'Virginia': 1, 'North Carolina': 1, 'Minnesota': 4, 'Pennsylvania': 4, 'Connecticut': 1, 'Georgia': 1, 'California': 1, 'Massachusetts': 6, 'Ohio': 2, 'Indiana': 2, 'United Kingdom (England)': 1, 'Maine': 2, 'Wisconsin': 1}","46","87","144","129","229","102","68","40"
"Mahr's Christmas Bock","Mahrs-Bräu","83","http://beeradvocate.com/beer/profile/428/14899/?sort=topr","Bock","{'Mississippi': 1, 'Oklahoma': 2, 'New Hampshire': 2, 'Minnesota': 1, 'Illinois': 4, 'Ohio': 2, 'Indiana': 1, 'Maryland': 2, 'Louisiana': 2, 'Texas': 4, 'Ontario (Canada)': 2, 'Arizona': 5, 'Wisconsin': 2, 'Michigan': 2, 'Virginia': 1, 'Oregon': 2, 'Connecticut': 3, 'New York': 6, 'California': 8, 'Massachusetts': 9, 'South Carolina': 2, 'Germany': 2, 'Georgia': 2, 'Pennsylvania': 7, 'Florida': 2, 'Alaska': 1, 'Kentucky': 2, 'Missouri': 2, 'Iowa': 1, 'Colorado': 4, 'Idaho': 1, 'New Jersey': 8, 'North Carolina': 1, 'Tennessee': 1, 'Maine': 2, 'British Columbia (Canada)': 1}","100","454","274","163","528","220","221","121"
"Nero's 1st Century Double Dark Malt Ale","Amarcord Birra Artigianale (Spring Srl)","73","http://beeradvocate.com/beer/profile/7734/76116/?sort=topr","Bock","{'New Jersey': 1, 'Georgia': 2, 'Wisconsin': 2, 'Oregon': 1, 'Pennsylvania': 1, 'Florida': 1, 'Washington': 2, 'Virginia': 1, 'Kentucky': 1, 'Illinois': 2, 'North Carolina': 2, 'Connecticut': 1, 'New York': 1, 'California': 15, 'Massachusetts': 7, 'Missouri': 1, 'Ohio': 2, 'Minnesota': 1, 'Maine': 1, 'Texas': 1, 'New Mexico': 1}","47","141","126","94","241","111","74","18"
"Chouffe-Bok","Brasserie d'Achouffe","86","http://beeradvocate.com/beer/profile/321/872/?sort=topr","Bock","{'Australia': 4, 'Italy': 1, 'Pennsylvania': 3, 'Georgia': 1, 'Minnesota': 1, 'Oregon': 1, 'Illinois': 1, 'New Jersey': 1, 'Netherlands': 5, 'Massachusetts': 1, 'Indiana': 1, 'Iowa': 1, 'United Kingdom (England)': 2, 'New York': 1, 'Ohio': 1, 'Michigan': 1, 'Wisconsin': 1}","28","91","79","80","147","58","38","41"
"Bock Beer","Lakefront Brewery, Inc.","82","http://beeradvocate.com/beer/profile/741/3479/?sort=topr","Bock","{'Oklahoma': 1, 'Minnesota': 7, 'Illinois': 5, 'Arkansas': 1, 'Ohio': 1, 'Indiana': 3, 'Maryland': 1, 'Korea (North)': 1, 'Arizona': 2, 'Iowa': 1, 'Michigan': 3, 'Oregon': 2, 'Connecticut': 1, 'California': 3, 'Massachusetts': 1, 'New Hampshire': 1, 'Pennsylvania': 2, 'Florida': 2, 'Missouri': 2, 'Wisconsin': 9, 'Colorado': 1, 'Mexico': 1, 'New Jersey': 4, 'New York': 3, 'Maine': 2}","60","176","195","87","337","109","82","16"
"Stegmaier Brewhouse Bock","Lion Brewery, Inc.","85","http://beeradvocate.com/beer/profile/150/28396/?sort=topr","Bock","{'Vermont': 1, 'Georgia': 1, 'Iowa': 1, 'Pennsylvania': 21, 'Michigan': 1, 'Minnesota': 2, 'Kentucky': 2, 'Tennessee': 1, 'New Jersey': 2, 'Connecticut': 2, 'New York': 4, 'California': 2, 'Oregon': 1, 'Ohio': 4, 'South Carolina': 1, 'Wisconsin': 2, 'Illinois': 1, 'Massachusetts': 1}","50","154","111","56","277","103","87","5"
"Schell's Bock","August Schell Brewing Company","86","http://beeradvocate.com/beer/profile/417/47795/?sort=topr","Bock","{'Georgia': 1, 'Wisconsin': 3, 'Colorado': 3, 'Pennsylvania': 1, 'Saskatchewan (Canada)': 1, 'Michigan': 2, 'Kansas': 1, 'Florida': 2, 'Minnesota': 34, 'Illinois': 5, 'Connecticut': 1, 'California': 1, 'Missouri': 2, 'South Carolina': 1, 'Ohio': 1, 'Oklahoma': 1, 'Idaho': 2, 'Utah': 1}","64","201","230","73","401","158","160","7"
"Mountain Holidays In Vermont Rich Creamy Bock Lager","Rock Art Brewery","83","http://beeradvocate.com/beer/profile/1805/20968/?sort=topr","Bock","{'Minnesota': 1, 'Illinois': 1, 'Maryland': 2, 'Utah': 1, 'Virginia': 1, 'Oregon': 3, 'Connecticut': 8, 'New York': 6, 'California': 1, 'Massachusetts': 14, 'South Carolina': 1, 'New Hampshire': 8, 'Vermont': 7, 'Georgia': 4, 'Pennsylvania': 6, 'Quebec (Canada)': 1, 'Rhode Island': 3, 'Ohio': 1, 'Colorado': 2, 'New Jersey': 8, 'Tennessee': 1, 'Maine': 1}","81","258","423","130","516","191","156","54"
"Samuel Adams Chocolate Bock","Boston Beer Company (Samuel Adams)","83","http://beeradvocate.com/beer/profile/35/14309/?sort=topr","Bock","{'Minnesota': 4, 'Illinois': 5, 'Ohio': 7, 'Maryland': 3, 'Louisiana': 2, 'Texas': 7, 'Ontario (Canada)': 1, 'Arizona': 3, 'Iowa': 1, 'Michigan': 5, 'Oregon': 1, 'Montana': 1, 'California': 6, 'Idaho': 1, 'South Carolina': 4, 'Massachusetts': 6, 'Georgia': 2, 'Pennsylvania': 3, 'Florida': 6, 'Hawaii': 1, 'Kentucky': 3, 'Nebraska': 1, 'Wisconsin': 3, 'Alabama': 2, 'Colorado': 1, 'Mexico': 1, 'New Jersey': 2, 'Washington': 4, 'North Carolina': 1, 'New York': 2, 'Nevada': 1, 'Maine': 2}","100","212","402","48","773","213","145","7"
"Original Stieglbock","Stieglbrauerei zu Salzburg GmbH","83","http://beeradvocate.com/beer/profile/817/5286/?sort=topr","Bock","{'Iowa': 1, 'Wisconsin': 2, 'Indiana': 1, 'California': 2, 'Virginia': 3, 'Michigan': 2, 'Minnesota': 1, 'Kentucky': 2, 'Illinois': 5, 'Italy': 1, 'Austria': 1, 'Jordan': 1, 'Missouri': 3, 'Ohio': 3, 'Maryland': 1, 'Germany': 2, 'Louisiana': 1, 'Alabama': 1}","33","174","72","53","174","65","76","4"
"Trafalgar Maple Bock","Trafalgar Ales &amp; Meads","60","http://beeradvocate.com/beer/profile/765/36380/?sort=topr","Bock","{'Pennsylvania': 1, 'Quebec (Canada)': 1, 'British Columbia (Canada)': 1, 'Ontario (Canada)': 23}","26","56","96","42","180","55","33","6"
"Faxe Fest Bock","Royal Unibrew A/S","79","http://beeradvocate.com/beer/profile/783/8416/?sort=topr","Bock","{'Manitoba (Canada)': 1, 'Quebec (Canada)': 7, 'Alberta (Canada)': 3, 'Virginia': 1, 'Massachusetts': 1, 'Missouri': 1, 'Ohio': 1, 'Ontario (Canada)': 14}","29","112","94","41","138","61","51","12"
"Goats Peak Bock","Paper City Brewery Co., Inc.","84","http://beeradvocate.com/beer/profile/123/9334/?sort=topr","Bock","{'Vermont': 1, 'Colorado': 1, 'Michigan': 1, 'North Carolina': 1, 'Illinois': 1, 'Connecticut': 3, 'New York': 3, 'New Hampshire': 3, 'Massachusetts': 11, 'Rhode Island': 1, 'Maine': 1}","27","116","36","36","124","59","64","1"
"Michelob Ultra","Anheuser-Busch","46","http://beeradvocate.com/beer/profile/29/3734/?sort=topr","Light Lager","{'Mississippi': 1, 'Alberta (Canada)': 2, 'Delaware': 1, 'Minnesota': 1, 'Illinois': 3, 'Indiana': 2, 'Maryland': 1, 'Louisiana': 1, 'Texas': 4, 'Ontario (Canada)': 6, 'Arizona': 2, 'Wisconsin': 1, 'Michigan': 5, 'Kansas': 1, 'Montana': 1, 'California': 9, 'Massachusetts': 5, 'Georgia': 1, 'Pennsylvania': 10, 'Quebec (Canada)': 1, 'Florida': 2, 'Kentucky': 3, 'Tennessee': 1, 'Missouri': 7, 'Ohio': 3, 'Colorado': 2, 'New Jersey': 3, 'Washington': 4, 'North Carolina': 4, 'New York': 3, 'Nevada': 1}","100","789","38","59","115","232","71","2"
"Rock Green Light","Latrobe Brewing Co.","51","http://beeradvocate.com/beer/profile/174/13770/?sort=topr","Light Lager","{'Mississippi': 1, 'Minnesota': 1, 'Arkansas': 1, 'Ohio': 3, 'Idaho': 1, 'Ontario (Canada)': 1, 'Arizona': 1, 'Wisconsin': 3, 'Michigan': 4, 'Virginia': 6, 'Oregon': 1, 'Connecticut': 2, 'Tennessee': 1, 'California': 3, 'Texas': 5, 'South Carolina': 2, 'Massachusetts': 3, 'Georgia': 2, 'Pennsylvania': 12, 'Quebec (Canada)': 1, 'Florida': 4, 'Kentucky': 2, 'Nebraska': 3, 'Missouri': 3, 'Iowa': 2, 'Colorado': 4, 'New Jersey': 5, 'United Arab Emirates': 1, 'Washington': 1, 'New York': 6, 'Nevada': 1, 'Maine': 1}","87","567","24","34","89","174","65","1"
