Name,Brewery,Rating,Link,Style,Light,Dark,Fruit,Sweet,Carbonation,Bitter,Spice
Attila The Honey,Mt. Begbie Brewing Co.,84,http://beeradvocate.com/beer/profile/4048/35633/?sort=topr,American Amber / Red Ale,0.06788072,-0.24982303,-0.80361722,0.561329042,0.155097198,-0.124351138,-0.79876539
Molten Lava,Double Mountain Brewery &amp; Taproom,84,http://beeradvocate.com/beer/profile/16094/58384/?sort=topr,American Double / Imperial IPA,-0.324401994,-0.210340031,0.718349322,-0.503213487,-0.24667574,1.322373069,-0.59753078
Li'l Napoleon,Pensacola Bay Brewery,84,http://beeradvocate.com/beer/profile/24447/64848/?sort=topr,American IPA,-0.062880185,-0.565687017,0.227392373,-0.172022478,0.205318816,0.675154345,-0.396296171
Pilsner Lager,Otto's Pub and Brewery,84,http://beeradvocate.com/beer/profile/2943/24514/?sort=topr,Czech Pilsener,0.612717822,-0.763102009,-0.70542583,-0.337617982,0.155097198,0.675154345,-0.195061561
Great Lakes Rally Drum Red Ale,Great Lakes Brewing Company,84,http://beeradvocate.com/beer/profile/73/80168/?sort=topr,American Amber / Red Ale,-0.436415815,-0.646563482,0.367288708,-0.082356709,-0.050919436,1.461355205,-1
Black Magic Stout,Empire Brewing Company,84,http://beeradvocate.com/beer/profile/1398/2247/?sort=topr,Irish Dry Stout,-0.501444759,1.788221423,-0.902336521,0.082348497,-0.150822653,-0.053324921,-0.599694593
Middle Ages Double Wit,"Middle Ages Brewing Co., Ltd.",84,http://beeradvocate.com/beer/profile/103/43976/?sort=topr,Herbed / Spiced Beer,-0.393063185,0.138851004,0.855606104,-0.270591231,0.348693433,-0.772797981,4.40412299
Kissmeyer Denied Entry,Kissmeyer Beer,84,http://beeradvocate.com/beer/profile/26864/78208/?sort=topr,BiÃ¨re de Garde,-0.590352425,-0.02348199,1.622812793,0.146771006,-0.006310246,-0.359703401,-0.402752896
Etoile Du Nord,Brasserie Thiriez,84,http://beeradvocate.com/beer/profile/4315/67291/?sort=topr,Saison / Farmhouse Ale,-0.116023654,-0.257846313,0.06855336,-0.531930201,-0.006310246,1.146876831,0.592658944
Boontlinger Weiss,Anderson Valley Brewing Company,84,http://beeradvocate.com/beer/profile/193/69905/?sort=topr,Kristalweizen,0.767952692,-0.492210635,0.554259433,-0.719158121,-0.105679221,-0.397367907,1.787153152
Millstream Big Honey Hefe,Millstream Brewing Company,84,http://beeradvocate.com/beer/profile/107/69893/?sort=topr,Weizenbock,-0.310067242,0.445246654,-0.077158462,0.193577986,0.142743218,-0.887006483,3.379812096
FYA,7venth (Seventh) Sun Brewery,84,http://beeradvocate.com/beer/profile/27724/77380/?sort=topr,American Pale Ale (APA),0.286742943,-0.494911642,0.304430831,-0.278350898,-0.110436246,0.461102345,-1
Puget Sound Vanilla Porter,Harmon Restaurant &amp; Brewery,84,http://beeradvocate.com/beer/profile/1386/32374/?sort=topr,American Porter,-0.232039133,0.35265828,-0.855830102,1.060869222,-0.262619111,-0.590074664,-1
Good Times,Williams Brothers Brewing Company,84,http://beeradvocate.com/beer/profile/12142/44627/?sort=topr,English Bitter,0.230758338,-0.884668083,0.147288871,-0.262913244,-0.07090008,0.890559957,-0.412183113
Centennial Alt,Beer Works,84,http://beeradvocate.com/beer/profile/9343/4781/?sort=topr,Altbier,-0.214861061,0.037987249,-0.569766673,0.243833902,-0.217600067,0.705210942,-0.804061038
Southern Cross,Olde Hickory Brewery,84,http://beeradvocate.com/beer/profile/7753/76630/?sort=topr,German Pilsener,0.42173808,-0.500228362,-0.330748159,-0.79269435,-0.119800075,1.483676807,-0.608122076
Geist Bock,Golden Valley Brewery and Pub,84,http://beeradvocate.com/beer/profile/2015/5322/?sort=topr,Bock,0.076552473,-0.273388798,0.379049232,0.283148411,-0.075764477,-0.373112754,-1
Hopasaurus Rex,Steelhead Brewing Co.,84,http://beeradvocate.com/beer/profile/818/3126/?sort=topr,American Double / Imperial IPA,-0.433028891,-0.35326026,0.844924161,-0.111033062,-0.080578204,0.870866624,-1
El MurciÃ©lago,Cigar City Brewing,84,http://beeradvocate.com/beer/profile/17981/79229/?sort=topr,Cream Ale,-0.055048151,0.445653537,-0.148496541,-0.065445014,0.596890488,-0.706530726,0.745081382
Momus,Birrificio BrÃ_ton,84,http://beeradvocate.com/beer/profile/15939/39792/?sort=topr,Belgian Strong Dark Ale,-0.475026751,0.29347948,1.081452899,0.094113154,-0.177359445,-0.523112429,1.132877245
Sea Dog Stout,Sea Dog Brewing Company,84,http://beeradvocate.com/beer/profile/137/47430/?sort=topr,Irish Dry Stout,-0.202040661,1.054349763,-0.905388505,0.458817539,0.016203038,-0.559796088,-0.806102069
Kvass,Beaver Brewing Company,84,http://beeradvocate.com/beer/profile/24481/67743/?sort=topr,Kvass,1.015897277,-0.657608373,0.371866684,-0.589707567,0.016203038,-0.523112429,0.163387588
Santo Viejo,Old Harbor Brewery Steak &amp; Lobster House,84,http://beeradvocate.com/beer/profile/13337/37893/?sort=topr,Czech Pilsener,0.259935798,-0.239129717,-0.290413784,-0.179415134,-0.274140687,0.57739735,-0.418306206
Country Boy IPA,Everybody's Brewing,84,http://beeradvocate.com/beer/profile/20679/58439/?sort=topr,American IPA,0.629429923,-0.69722882,0.411819206,-0.523805674,-0.181621832,0.386756364,-0.807106721
Black Jackal Imperial Coffee Stout,Phillips Brewing Company,84,http://beeradvocate.com/beer/profile/2675/90186/?sort=topr,American Stout,-0.561307328,1.308630246,-0.90587872,0.814073623,-0.229761724,-0.525583349,-1
Timmermans Tradition Kriek Lambic,Brouwerij Timmermans-John Martin N.V.,84,http://beeradvocate.com/beer/profile/2791/10553/?sort=topr,Lambic - Fruit,-0.01816402,-0.167379256,1.682456492,-0.183666869,0.299777091,-0.854025646,-1
Bramling Cross,Paddock Wood Brewing Co.,84,http://beeradvocate.com/beer/profile/8203/37060/?sort=topr,English Bitter,-0.355744169,-0.397578993,0.357723728,-0.097638636,0.149401963,0.924190294,-0.808101016
Murray's Dark Knight Porter,Murray's Craft Brewing Co.,84,http://beeradvocate.com/beer/profile/12897/51297/?sort=topr,English Porter,-0.210267046,0.393098579,-0.485001344,0.466337217,0.005726718,-0.237584978,-0.808101016
Taquamari,Birrificio Pausa Cafe,84,http://beeradvocate.com/beer/profile/21104/53826/?sort=topr,Hefeweizen,0.350859,-0.435230306,0.919540443,-0.368347045,-0.04216503,-0.745861659,2.454181705
Barrel Roll Bock,Flying Bison Brewing Company,84,http://beeradvocate.com/beer/profile/702/30528/?sort=topr,Maibock / Helles Bock,-0.023225031,-0.397578993,-0.391365225,0.105392671,-0.04216503,0.670051953,-0.424303049
Harold,COAST Brewing Company,84,http://beeradvocate.com/beer/profile/16354/55680/?sort=topr,American Stout,-0.483103262,1.210035528,-0.720532198,0.548590926,-0.142369304,-0.349852684,-1
Somnus Viduata,Bullfrog Brewery,84,http://beeradvocate.com/beer/profile/1114/70171/?sort=topr,Saison / Farmhouse Ale,-0.441751523,0.460870943,-0.115018627,0.346600805,-0.094723154,-0.205375503,0.718233976
Heylissem Blonde,Brasserie Val De Sambre,84,http://beeradvocate.com/beer/profile/3314/36825/?sort=topr,Belgian Pale Ale,0.501637768,-0.590061725,0.390209729,-0.307805964,0.137673372,-0.317234749,0.519526646
Aass Genuine Pilsner,Aass Brewery,84,http://beeradvocate.com/beer/profile/185/594/?sort=topr,German Pilsener,0.892474995,-0.776397305,-0.443916109,-0.084517565,-0.051938857,-0.173494697,-0.620118339
Cordillera Blanca (White Chocolate Ale),Sonoran Brewing Company,84,http://beeradvocate.com/beer/profile/13564/64164/?sort=topr,American Pale Wheat Ale,0.76007275,-0.332597031,-0.815579623,0.310714235,0.037573515,-0.785484388,-0.622046672
Munken,Hantverksbryggeriet AB,84,http://beeradvocate.com/beer/profile/10898/33908/?sort=topr,Quadrupel (Quad),-0.467884983,0.705585364,-0.031793021,0.266283244,0.084735948,-0.499463573,0.88976664
Amnesia,The Grumpy Troll Restaurant and Brewery,84,http://beeradvocate.com/beer/profile/2946/36200/?sort=topr,Baltic Porter,-0.590680756,1.076364791,0.19873245,0.244067749,0.037573515,-0.427958369,-0.811023336
Dark Star Ale,Pints Pub and Brewery and Freehouse,84,http://beeradvocate.com/beer/profile/2976/23054/?sort=topr,English Brown Ale,-0.426953058,0.928053021,-0.723369435,0.110774776,-0.009588917,0.430104078,-1
Minnesota Special Bitter,Badger Hill Brewing Company,84,http://beeradvocate.com/beer/profile/29442/83974/?sort=topr,Extra Special / Strong Bitter (ESB),0.084695997,-0.073051432,-0.308423587,-0.444612612,-0.24540108,1.145156118,-0.433070008
Generator Doppelbock,Metropolitan Brewing,84,http://beeradvocate.com/beer/profile/19127/54184/?sort=topr,Doppelbock,-0.038099776,-0.073051432,-0.216213398,0.555084686,0.084735948,-0.499463573,-0.811023336
Short's Pineapple Side-Down,Short's Brewing Company,84,http://beeradvocate.com/beer/profile/9629/66835/?sort=topr,Fruit / Vegetable Beer,-0.549748832,0.668507422,0.613678298,0.710593155,-0.292563512,-0.964247398,-0.622046672
Maine Logger Lager,Atlantic Brewing Company,84,http://beeradvocate.com/beer/profile/378/59913/?sort=topr,American Pale Lager,0.527194907,-0.741765237,-0.816511039,-0.115868158,-0.014590993,0.74302963,-0.623955527
Donder &amp; Bliksem Original Version,Brouwerij De Molen,84,http://beeradvocate.com/beer/profile/11031/62235/?sort=topr,Czech Pilsener,-0.02259526,-0.741765237,0.376167206,-0.270591231,-0.061515232,0.992033863,-0.247911054
Ein Prosit!,Alley Kat Brewing Company,84,http://beeradvocate.com/beer/profile/711/2069/?sort=topr,MÃ_rzen / Oktoberfest,-0.409484636,0.180501772,0.100933765,0.105164802,-0.014590993,0.494025397,-1
Double Black Lightning,DuClaw Brewing Company,84,http://beeradvocate.com/beer/profile/1924/74324/?sort=topr,American Black Ale,-0.615054791,0.504917303,-0.315374103,0.275549004,-0.252984989,0.769663966,-1
Red Rock Le Quatre Saison,Red Rock Brewing Company,84,http://beeradvocate.com/beer/profile/1412/72339/?sort=topr,Saison / Farmhouse Ale,0.276397271,-0.522831099,0.825669057,-0.538163292,-0.112919674,-0.150561296,2.554470621
Best Bitter,The Ship Inn,84,http://beeradvocate.com/beer/profile/1289/3813/?sort=topr,English Bitter,0.215616448,-0.449420499,0.049759708,-0.010349911,-0.252984989,0.415731173,-1
Huvila Porter,MalmgÃ¥rdin Panimo,84,http://beeradvocate.com/beer/profile/13629/29825/?sort=topr,English Porter,-0.473232872,0.835265003,-0.497941009,0.451486797,-0.299673427,0.026405101,-0.625845198
Dubliner Dragon Stout,Rock Bottom Restaurant &amp; Brewery,84,http://beeradvocate.com/beer/profile/1550/28345/?sort=topr,Irish Dry Stout,-0.496025681,1.702611244,-0.863759447,0.181642206,-0.163810072,-0.225241116,-0.255431944
Squatters Radio From Hell,Utah Brewers Cooperative,84,http://beeradvocate.com/beer/profile/28908/78812/?sort=topr,American Amber / Red Ale,-0.137476787,-0.055158097,-0.638499361,0.28463037,-0.029298591,0.506767618,-0.814784066
Liquid Sun Hefe Weizen,Rock Bottom Restaurant &amp; Brewery,84,http://beeradvocate.com/beer/profile/1550/40974/?sort=topr,Hefeweizen,0.464283594,-0.454898902,0.446002557,-0.586305474,0.016925286,-0.824794463,5.482557704
Rebel Red,Franciscan Well Micro Brewery,84,http://beeradvocate.com/beer/profile/2294/5802/?sort=topr,English Pale Ale,-0.281462357,0.157125499,0.169060854,0.104945958,-0.17208918,0.359837826,-1
Elmes' Mild Manor,Harvest Moon Brewery &amp; Cafe,84,http://beeradvocate.com/beer/profile/1342/27551/?sort=topr,English Dark Mild Ale,0.012913903,-0.568215485,-0.597318561,0.703151511,-0.267704496,0.249051493,-1
Charbon,Brouwerij De Dochter van de Korenaar,84,http://beeradvocate.com/beer/profile/16790/80905/?sort=topr,Milk / Sweet Stout,-0.285001951,0.907048275,-0.910515236,0.681592631,0.006906318,-0.583649502,-1
Ã_berPils,Blue Mountain Brewery,84,http://beeradvocate.com/beer/profile/16352/50909/?sort=topr,American Double / Imperial Pilsner,0.588884553,-0.604197528,-0.597318561,0.077943994,-0.130399089,0.006180369,-0.083044266
Sabre's Edge,Pearl Street Grill And Brewery,84,http://beeradvocate.com/beer/profile/1889/47859/?sort=topr,American Double / Imperial IPA,-0.525671229,0.00255849,0.20212253,0.008300358,-0.27129418,1.106073616,-0.817507829
Centennial India Pale Ale,New Old Lompoc Brewery,84,http://beeradvocate.com/beer/profile/2641/12511/?sort=topr,American IPA,-0.288506843,-0.462915095,0.157599473,-0.270591231,-0.180205953,1.52038318,-0.635015659
Wasatch GhostRider White IPA,Utah Brewers Cooperative,84,http://beeradvocate.com/beer/profile/28908/88156/?sort=topr,American IPA,0.337375755,-0.75058301,0.019035034,-0.487634816,-0.048239106,0.78658368,0.81601965
Tripel,Brouwerij West,84,http://beeradvocate.com/beer/profile/23628/69624/?sort=topr,Tripel,0.022699106,-0.786214008,0.860846583,-0.082012378,-0.002917159,-0.347209809,2.813641264
Mad Goose,Purity Brewing Co,84,http://beeradvocate.com/beer/profile/15719/49443/?sort=topr,English Pale Ale,0.278373883,-0.679321013,0.240564389,-0.444937717,-0.138883001,0.992727951,-1
"Monkey King Saison, Farmhouse Ale",New Holland Brewing Company,84,http://beeradvocate.com/beer/profile/335/90819/?sort=topr,Saison / Farmhouse Ale,0.370027276,0.134657043,0.719540965,-0.617591519,-0.36857287,-0.418759884,1.891526432
Franklin Land Trust Preservation Ale,Berkshire Brewing Company Inc.,84,http://beeradvocate.com/beer/profile/33/71863/?sort=topr,English India Pale Ale (IPA),0.135165457,0.09919901,-0.470910472,-0.022733882,-0.323470932,0.470195588,-0.819279598
Oktoberfest MÃ_rzen,Cigar City Brewing,84,http://beeradvocate.com/beer/profile/17981/73066/?sort=topr,MÃ_rzen / Oktoberfest,-0.177983635,0.24103114,-0.33863809,0.21096019,-0.233267056,0.025717852,0.80720402
Day Of Doom,Mystic Brewery,84,http://beeradvocate.com/beer/profile/24803/84170/?sort=topr,Quadrupel (Quad),-0.573560191,1.317727938,0.135337945,0.283478892,-0.151302957,-0.593657928,-0.642034588
Thomas Creek Chocolate Orange IPA,Thomas Creek Brewery,84,http://beeradvocate.com/beer/profile/2454/78007/?sort=topr,American IPA,-0.672054988,0.293115428,0.95560603,0.067938198,-0.288727334,0.415392481,-0.821873671
Talon Double IPA,Mendocino Brewing Company,84,http://beeradvocate.com/beer/profile/200/86495/?sort=topr,American Double / Imperial IPA,-0.270437176,-0.06086868,0.29752908,-0.020508224,-0.07090008,0.509270554,-0.645443783
Man Full Of Trouble Porter,Dock Street Brewery &amp; Restaurant,84,http://beeradvocate.com/beer/profile/15834/47773/?sort=topr,American Porter,-0.404830328,0.600001508,-0.437737399,0.625539543,-0.247871493,-0.161516359,-1
Market Cross Red,Market Cross Pub &amp; Brewery,84,http://beeradvocate.com/beer/profile/1446/4458/?sort=topr,American Amber / Red Ale,-0.178354664,-0.065319539,-0.612586104,0.389679267,-0.251436083,0.602258787,-1
Devil Bird Holiday Ale,Lavery Brewing Company,84,http://beeradvocate.com/beer/profile/23635/64729/?sort=topr,American Porter,-0.675163472,0.903978717,-0.913908023,1.053406678,-0.16336974,-0.499294129,-0.294248288
The Talented Mr. Orangutan Orange Stout,Evil Twin Brewing,84,http://beeradvocate.com/beer/profile/24300/76961/?sort=topr,American Stout,-0.579623317,0.903978717,1.19534541,0.099298525,-0.251436083,-0.566054912,-1
Bahl Hornin' Mowkeef,Anderson Valley Brewing Company,84,http://beeradvocate.com/beer/profile/193/74427/?sort=topr,Saison / Farmhouse Ale,0.605074609,-0.376879693,-0.009942266,-0.522945923,0.144862461,-0.332392172,1.999444777
Moeder Overste,Brasserie LefÃ¨bvre SA,84,http://beeradvocate.com/beer/profile/149/7353/?sort=topr,Tripel,0.127373833,-0.376879693,0.807931515,-0.108116291,0.012762946,-0.432533346,0.587941352
Magnum P.A.,Terminal Brewhouse,84,http://beeradvocate.com/beer/profile/19136/53252/?sort=topr,American IPA,-0.125176653,-0.655454966,0.156759416,-0.360047023,-0.211141577,1.657834938,-1
Single Hop APA (Amarillo),Bitter Root Brewing,84,http://beeradvocate.com/beer/profile/7406/51243/?sort=topr,American Pale Ale (APA),0.445360312,-0.655454966,0.199602357,-0.690345334,-0.167316109,0.960153267,-0.121971632
Bengal Gold India Pale Ale,Triumph Brewing Company,84,http://beeradvocate.com/beer/profile/4832/15245/?sort=topr,English India Pale Ale (IPA),-0.068122957,-0.68990947,-0.01461235,-0.442621601,-0.430268917,1.990064306,-0.824394326
Imperial Schwarzbier,Stoudts Brewing Co.,84,http://beeradvocate.com/beer/profile/394/65666/?sort=topr,Schwarzbier,-0.125176653,0.205907618,-0.828628235,0.610204265,-0.123490641,-0.036534835,-1
The Trip XIV (Fresh Hop Imperial IPA),New Belgium Brewing,84,http://beeradvocate.com/beer/profile/192/86390/?sort=topr,American Double / Imperial IPA,-0.148212418,-0.417023333,0.833597433,-0.363051497,-0.127605709,0.686414985,0.048687403
Noblesse Extra Ordinaire,Brouwerij De Dochter van de Korenaar,84,http://beeradvocate.com/beer/profile/16790/65513/?sort=topr,Belgian IPA,-0.318569935,-0.519901568,0.790955632,-0.075397335,-0.083985994,0.620281064,0.048687403
Legacy Ale,Swans Brewpub / Buckerfield Brewery,84,http://beeradvocate.com/beer/profile/1250/35628/?sort=topr,English Barleywine,-0.583570516,0.371709805,0.492463026,0.294443732,-0.083985994,-0.140259027,0.048687403
Stegmaier Summer Stock Lager,"Lion Brewery, Inc.",84,http://beeradvocate.com/beer/profile/150/30197/?sort=topr,American Pale Lager,0.949647132,-0.828536274,-0.488298391,-0.363051497,0.04687315,0.124276657,-0.300875064
Murray's Angry Man,Murray's Craft Brewing Co.,84,http://beeradvocate.com/beer/profile/12897/61231/?sort=topr,American Brown Ale,-0.397114833,0.26290245,-0.49068952,0.002084945,-0.218514086,1.007658962,-0.130177504
Chaka,Oskar Blues Brewing Company,84,http://beeradvocate.com/beer/profile/28907/81108/?sort=topr,Belgian Pale Ale,-0.152192734,-0.044290038,0.40060382,0.063437084,-0.218514086,-0.17718895,1.261538489
FantÃ´me La PiÃ©train Blonde,Brasserie FantÃ´me,84,http://beeradvocate.com/beer/profile/738/72480/?sort=topr,Saison / Farmhouse Ale,0.582573563,-0.419747523,0.99479938,-0.754591442,0.302476524,-0.736700464,1.783431986
Bitter,NÃ¸gne Ã˜,84,http://beeradvocate.com/beer/profile/7730/14164/?sort=topr,English Bitter,0.036208881,-0.522145019,0.01862096,-0.325126466,0.172228872,1.007658962,-1
Blessed Thistle,"Cairngorm Brewery Company, The",84,http://beeradvocate.com/beer/profile/3403/33880/?sort=topr,Scottish Gruit / Ancient Herbed Ale,-0.246393541,0.228769952,-0.19359174,0.247493503,-0.088266433,0.086110586,-0.304142003
Instigator,Phillips Brewing Company,84,http://beeradvocate.com/beer/profile/2675/27516/?sort=topr,Doppelbock,-0.22755338,0.160504954,0.31571874,0.431549921,-0.305345854,-0.473400928,0.043786995
CB's St. Patricks Ale,CB's Brewing Company,84,http://beeradvocate.com/beer/profile/761/3615/?sort=topr,American Amber / Red Ale,0.06889437,-0.184630172,-0.70428407,0.282402395,0.037134795,0.310374435,-1
Saint Arnold Icon Blue,Saint Arnold Brewing Company,84,http://beeradvocate.com/beer/profile/337/91400/?sort=topr,American Black Ale,-0.440028534,0.487924108,-0.327207144,0.073851799,-0.354791722,0.891246435,-1
Hop Riot,Jailhouse Brewing Company,84,http://beeradvocate.com/beer/profile/21635/77773/?sort=topr,American Double / Imperial IPA,-0.384031388,-0.357487317,-0.074909822,-0.007193619,-0.268763952,1.41296959,-0.655292567
Robust Ale,Telegraph Brewing Company,84,http://beeradvocate.com/beer/profile/13065/41457/?sort=topr,American Strong Ale,-0.197374232,-0.019322747,0.42968482,-0.169284457,0.290416556,0.010838612,0.378829734
St. Idesbald Tripel,Brouwerij Huyghe,84,http://beeradvocate.com/beer/profile/180/19377/?sort=topr,Tripel,0.04528007,-0.154588575,0.471734373,-0.067977684,0.118361015,-0.413061451,0.723537167
Dragon Series Green Dragon Double IPA,Alley Kat Brewing Company,84,http://beeradvocate.com/beer/profile/711/78057/?sort=topr,American Double / Imperial IPA,-0.015275984,-0.192145101,-0.037317134,-0.49580039,-0.272133703,1.369392483,-0.65688108
Aureus,Draai Laag Brewing Company / Saints &amp; Turncoats Public House,84,http://beeradvocate.com/beer/profile/27917/76960/?sort=topr,Belgian Strong Pale Ale,-0.219652667,-0.360448205,1.050933062,0.028567205,0.241654272,-0.707883119,2.08807028
Quad,Legend Brewing Co.,84,http://beeradvocate.com/beer/profile/486/71481/?sort=topr,Quadrupel (Quad),-0.53550754,0.68303104,-0.121028688,0.633606737,-0.05805538,-0.578053393,-0.1422027
Arthurs British IPA,Otto's Pub and Brewery,84,http://beeradvocate.com/beer/profile/2943/33196/?sort=topr,English India Pale Ale (IPA),-0.07101508,0.009818624,-0.162884464,-0.052104733,-0.186502374,0.622871564,-0.82844054
Mill Street Imperial Chocolate Stout,Mill Street Brew Pub,84,http://beeradvocate.com/beer/profile/3760/56078/?sort=topr,American Double / Imperial Stout,-0.429289355,0.734367329,-0.958526468,0.878477379,-0.109082268,-0.356779672,-1
Port Townsend Brown Porter,Port Townsend Brewing Company,84,http://beeradvocate.com/beer/profile/1387/4276/?sort=topr,American Porter,-0.245189147,0.967839854,-0.792632339,0.438833737,-0.066657614,-0.356779672,-1
Carver,Fullsteam Brewery,84,http://beeradvocate.com/beer/profile/23145/59886/?sort=topr,Fruit / Vegetable Beer,-0.337239251,-0.0661099,-0.294949952,0.658655558,-0.23635623,-0.099491541,0.529934362
The Perfect Crime Hollow Point,Scheldebrouwerij,84,http://beeradvocate.com/beer/profile/552/86412/?sort=topr,Quadrupel (Quad),-0.321925461,0.162056432,0.486260583,0.273149852,-0.07090008,-0.487762721,0.692200128
Chocolate Thunder Porter,Watch City Brewing Co.,84,http://beeradvocate.com/beer/profile/211/1615/?sort=topr,English Porter,-0.560167867,1.191306414,-0.752289903,0.651116214,-0.197595523,-0.295673741,-1
My Blueberry Nightmare,Birrificio Del Ducato,84,http://beeradvocate.com/beer/profile/16043/84897/?sort=topr,Fruit / Vegetable Beer,-0.578494206,1.290911251,1.889951133,-0.542461772,0.182490808,-0.93597034,-0.153899936
Hop Head,The Porterhouse Brewing Company,84,http://beeradvocate.com/beer/profile/2243/51813/?sort=topr,American IPA,-0.379723915,-0.074561394,0.726124659,-0.564335034,-0.117144872,1.326507551,-0.831545689
Triple Chocoholic,Saltaire Brewery Limited,84,http://beeradvocate.com/beer/profile/15669/60749/?sort=topr,English Stout,-0.543914643,0.983082727,-0.835607175,0.960492349,-0.327348474,-0.45821057,-1
Pumpviken PÃ¥skÃ¶l,NynÃ_shamns Angbryggeri,84,http://beeradvocate.com/beer/profile/3476/7821/?sort=topr,English Strong Ale,-0.507427815,0.255952394,-0.219134083,0.148571275,-0.159185592,0.370408558,1.695268982
Green Mammoth Organic Imperial IPA,Laurelwood Public House &amp; Brewery,84,http://beeradvocate.com/beer/profile/16289/64424/?sort=topr,American Double / Imperial IPA,-0.219066821,-0.506462519,0.431957769,-0.25087748,-0.037419001,1.157395747,-1
Reinaert Grand Cru,De Proefbrouwerij (bvba Andelot),84,http://beeradvocate.com/beer/profile/3521/12062/?sort=topr,Belgian Strong Dark Ale,-0.763903923,0.875442426,0.595610085,0.025115027,0.046283694,-0.365471839,1.683128131
Spice Of Life,Iron Fist Brewing Company,84,http://beeradvocate.com/beer/profile/23641/63517/?sort=topr,BiÃ¨re de Garde,0.162319151,-0.473560021,0.922914718,-0.704293742,0.088135042,-0.460651063,5.204733803
"Bestway IPA, IPA Aged On Oak",Olde Hickory Brewery,84,http://beeradvocate.com/beer/profile/7753/72268/?sort=topr,American IPA,-0.421446521,0.506727878,0.303347596,-0.352363514,-0.250053876,0.831879955,-0.332225958
Red Hill Weizenbock,Red Hill Brewery,84,http://beeradvocate.com/beer/profile/12579/35189/?sort=topr,Weizenbock,-0.349127337,0.834277417,-0.389055814,-0.136484686,0.541555922,-0.494653805,2.171926697
Hala Kahiki Pineapple Beer,Rivertowne Pourhouse,84,http://beeradvocate.com/beer/profile/16110/58748/?sort=topr,Fruit / Vegetable Beer,0.012468588,-0.770715323,1.891802479,0.079394143,-0.125062855,-0.620990354,-0.83305649
Murray's Pilsner,Murray's Craft Brewing Co.,84,http://beeradvocate.com/beer/profile/12897/42968/?sort=topr,German Pilsener,0.367930295,-0.608695283,0.256981296,-0.550632097,-0.046013475,0.72937251,-0.335207093
Renewale,2013 Extra Special Bitter,84,http://beeradvocate.com/beer/profile/14400/88474/?sort=topr,Extra Special / Strong Bitter (ESB),-0.104045655,-0.383187824,-0.596324286,0.10870133,-0.050253415,1.003416913,-0.669080864
Sotholmen Extra Stout,NynÃ_shamns Angbryggeri,84,http://beeradvocate.com/beer/profile/3476/19959/?sort=topr,Foreign / Export Stout,-0.731213696,1.369857307,-0.636691858,0.556072041,-0.050253415,-0.217415268,-1
Twisted Pine La Petite Saison,Twisted Pine Brewing Company,84,http://beeradvocate.com/beer/profile/23/60656/?sort=topr,Saison / Farmhouse Ale,0.391504315,-0.709118618,0.36642443,-0.399690128,0.233318478,-0.532526819,3.777095937
Ville De Rivere Geuze,Rivertown Brewing Co.,84,http://beeradvocate.com/beer/profile/22157/87241/?sort=topr,Gueuze,0.296568293,-0.292088971,2.481036167,-0.807204731,0.268814869,-0.906917235,-0.835998225
Summer Solstice,The Brew Kettle Taproom &amp; Smokehouse / Production Works,84,http://beeradvocate.com/beer/profile/2470/71398/?sort=topr,Witbier,0.545225226,-0.678222259,0.720512128,-0.787925204,0.186955845,-0.627668938,4.740062108
Skinner's Betty Stogs Bitter,Skinner's Brewery,84,http://beeradvocate.com/beer/profile/6881/12971/?sort=topr,English Bitter,0.083433779,-0.388622293,0.080321569,-0.402334665,-0.017691714,0.861655309,-0.179991127
Ottonator,Otto's Pub and Brewery,84,http://beeradvocate.com/beer/profile/2943/34268/?sort=topr,Doppelbock,-0.449402506,0.415822059,-0.479845171,1.005070802,-0.058621226,-0.720751704,-0.507994676
King Of The Forest,Dark Horse Brewing Company,84,http://beeradvocate.com/beer/profile/1471/76195/?sort=topr,American Porter,-0.646333811,0.441648956,2.18691353,-0.040251619,0.222499895,-0.907325492,-1
La Mandragore,BFM Brasserie Des Franches-Montagnes,84,http://beeradvocate.com/beer/profile/2958/30968/?sort=topr,Belgian Strong Dark Ale,-0.522550645,1.146455113,0.434111089,0.094113154,0.059499909,-0.691084974,-0.183587658
Gilde Pilsener,Brauerei Gilde,84,http://beeradvocate.com/beer/profile/1068/3326/?sort=topr,German Pilsener,0.831033335,-0.776722782,-0.841350156,-0.541332477,0.13601737,0.7838831,-0.349722222
3 Fields Harvest Ale,Garrison Brewing Company,84,http://beeradvocate.com/beer/profile/1879/62368/?sort=topr,American Pale Ale (APA),-0.123522923,-0.333080657,0.22419048,-0.37207419,-0.313273972,1.327338942,-0.676274758
Samurai Barley Ale,Hyouko Yashiki No Mori Brewery,84,http://beeradvocate.com/beer/profile/4893/64658/?sort=topr,American Barleywine,-0.563658598,-0.39920892,0.258210017,0.534600268,-0.115142933,0.402554454,-0.033028498
Coffee Beer,PivovarskÃ_ DÅ¯m,84,http://beeradvocate.com/beer/profile/4442/14539/?sort=topr,Euro Dark Lager,-0.424029349,0.581029159,-0.882042811,0.87562255,-0.276026036,-0.146271202,-1
Leavenworth Blind Pig Dunkelweizen,Fish Brewing Company / Fishbowl Brewpub,84,http://beeradvocate.com/beer/profile/684/5598/?sort=topr,Dunkelweizen,-0.235349309,0.574214378,-0.647653741,0.546849632,-0.038862151,-0.3624633,-0.679065493
